name,address,city,country,category,lat,lon,rating,user_ratings_total
Het Amsterdamse Bos,"Amstelveen, Netherlands",Amsterdam,NL,parks,52.314982,4.832342,4.6,17570.0
Gaasperpark,"1108 AZ Amsterdam, Netherlands",Amsterdam,NL,parks,52.3106,4.99243,4.5,4132.0
Erasmuspark,"Jan van Galenstraat, 1056 LE Amsterdam, Netherlands",Amsterdam,NL,parks,52.374622,4.851553,4.6,938.0
Noorderpark,"Floraparkweg 1, 1012 AA Amsterdam, Netherlands",Amsterdam,NL,parks,52.395856,4.920039,4.4,3086.0
Flevopark,"Valentijnkade, 1095 KH Amsterdam, Netherlands",Amsterdam,NL,parks,52.358637,4.948333,4.6,907.0
Park de Oeverlanden,"1066 BT Amsterdam, Netherlands",Amsterdam,NL,parks,52.335373,4.823437,4.4,1529.0
Wertheimpark,"Anne Frankstraat 172, 1011 SX Amsterdam, Netherlands",Amsterdam,NL,parks,52.367669,4.908918,4.5,356.0
Martin Luther Kingpark,"Amsteldijk 223, 1079 LK Amsterdam, Netherlands",Amsterdam,NL,parks,52.340375,4.910205,4.3,1138.0
Park Gaasperplas,"Gaasperpark 1108, 1108 JA Amsterdam, Netherlands",Amsterdam,NL,parks,52.306898,4.989411,4.9,61.0
Hortus Botanicus,"Plantage Middenlaan 2a, 1018 DD Amsterdam, Netherlands",Amsterdam,NL,parks,52.366919,4.907623,4.4,11195.0
J. W. van Overloopplantsoen (PARK),"1018 TV Amsterdam, Netherlands",Amsterdam,NL,parks,52.366012,4.908871,4.5,100.0
Nelson Mandela park,"Reigersbospad, 1102 BV Amsterdam, Netherlands",Amsterdam,NL,parks,52.311404,4.962312,4.4,3075.0
Diemerpark,"Zeeburgereiland en Nieuwe Diep, Amsterdam, Netherlands",Amsterdam,NL,parks,52.353721,4.986225,4.4,180.0
Gijsbrecht Aemstelpark,"Van Nijenrodeweg 472, 1082 HM Amsterdam, Netherlands",Amsterdam,NL,parks,52.328729,4.873721,4.4,575.0
Theo van Goghpark,"Jaap Speyerstraat 2, 1087 MJ Amsterdam, Netherlands",Amsterdam,NL,parks,52.349667,5.006557,4.4,426.0
Frederik Hendrikplantsoen,"Nassaukade 66ST, 1052 CR Amsterdam, Netherlands",Amsterdam,NL,parks,52.379516,4.877492,4.5,141.0
Bloesempark,"Doorweg 32, 1187 NZ Amstelveen, Netherlands",Amsterdam,NL,parks,52.303938,4.835502,4.6,2950.0
ARTIS,"Plantage Kerklaan 38-40, 1018 CZ Amsterdam, Netherlands",Amsterdam,NL,parks,52.366,4.916532,4.5,33445.0
Bellamy square park,"Bellamyplein 6-8, 1053 AT Amsterdam, Netherlands",Amsterdam,NL,parks,52.368044,4.867712,4.7,33.0
Youthland Outdoor Playground,"Valentijnkade 131, 1095 KH Amsterdam, Netherlands",Amsterdam,NL,parks,52.358672,4.956611,4.7,620.0
Schellingwouderpark,"Schellingwouderdijk 109, 1023 NA Amsterdam, Netherlands",Amsterdam,NL,parks,52.385025,4.954946,4.5,82.0
Sloterplas,"Oostoever, 1064 GW Amsterdam, Netherlands",Amsterdam,NL,parks,52.365956,4.817071,4.6,1488.0
Cumulus Park,"Frankemaheerd 1, 1102 AN Amsterdam, Netherlands",Amsterdam,NL,parks,52.314819,4.949748,4.6,46.0
W.H. Vliegenbos,"W.H. Vliegenbos, 1022 AB Amsterdam, Netherlands",Amsterdam,NL,parks,52.389791,4.932709,4.5,538.0
De Pijp,"Sarphatipark 19, 1, 1073, 1073 CN Amsterdam, Netherlands",Amsterdam,NL,parks,52.354534,4.89397,4.5,76.0
Nature Playground,"Overbrakerpad 3, 1014 AZ Amsterdam, Netherlands",Amsterdam,NL,parks,52.390076,4.865829,4.7,298.0
Oostenburgerpark,"1018 HM Amsterdam, Netherlands",Amsterdam,NL,parks,52.369169,4.925165,4.3,29.0
Siegerpark,"Slotervaart, 1066 CA Amsterdam, Netherlands",Amsterdam,NL,parks,52.340792,4.819086,4.4,107.0
Wibautpark,"Wibautstraat, 1091 KR Amsterdam, Netherlands",Amsterdam,NL,parks,52.352903,4.913748,3.9,33.0
Nature playground the Natureluur Sloterpark,"Sloterpark, President Allendelaan 4, 1064 GW Amsterdam, Netherlands",Amsterdam,NL,parks,52.370844,4.814091,4.6,503.0
playground Amstelpark,"Amstelpark 18, 1083 HZ Amsterdam, Netherlands",Amsterdam,NL,parks,52.333274,4.89472,4.6,1666.0
Museumplein,"1071 DJ Amsterdam, Netherlands",Amsterdam,NL,parks,52.357256,4.882328,4.7,1615.0
Candy Castle Speelparadijs,"Erik de Roodestraat 14, 1056 AM Amsterdam, Netherlands",Amsterdam,NL,parks,52.373122,4.845048,4.0,1370.0
Hortus Botanicus Vrije Universiteit Amsterdam,"Van der Boechorststraat 8, 1081 BT Amsterdam, Netherlands",Amsterdam,NL,parks,52.332602,4.860406,4.6,726.0
Rijksmuseumtuinen,"Museumpromenade 1, 1071 DJ Amsterdam, Netherlands",Amsterdam,NL,parks,52.35927,4.884879,4.7,891.0
Schegpark,"1031 KG Amsterdam, Netherlands",Amsterdam,NL,parks,52.385144,4.900959,4.6,11.0
Eendrachtspark,"Ruys de Beerenbrouckstraat 1067, 1067 BL Amsterdam, Netherlands",Amsterdam,NL,parks,52.381694,4.809419,4.3,136.0
Bilderdijkpark,"Bilderdijkpark, 1052 RZ Amsterdam, Netherlands",Amsterdam,NL,parks,52.371813,4.869052,4.5,63.0
The Park Playground VR Amsterdam,"Rigakade 10, 1013 BC Amsterdam, Netherlands",Amsterdam,NL,parks,52.395145,4.874976,4.8,653.0
Oostertocht Park,"1033 BL Amsterdam, Netherlands",Amsterdam,NL,parks,52.411747,4.883101,4.0,22.0
Tuinpark Nut & Genoegen,"Sloterdijkerweg 22, 1014 CB Amsterdam, Netherlands",Amsterdam,NL,parks,52.387526,4.857451,4.6,252.0
The Miracle Garden,"Erasmuspark, 1055 BJ Amsterdam, Netherlands",Amsterdam,NL,parks,52.374987,4.852936,4.6,143.0
Gerbrandypark,"Gerbrandypark, 1063 ZB Amsterdam, Netherlands",Amsterdam,NL,parks,52.377718,4.832229,4.3,29.0
Gardens buikslotermeer,"Volendammerweg 305, 1027 EA Amsterdam, Netherlands",Amsterdam,NL,parks,52.394679,4.96512,4.4,65.0
Klimpark Fun Forest Amsterdam,"Bosbaanweg 3, 1182 DA Amstelveen, Netherlands",Amsterdam,NL,parks,52.327334,4.855571,4.6,960.0
Hoftuin,"Nieuwe Herengracht 18a, 1018 DP Amsterdam, Netherlands",Amsterdam,NL,parks,52.365725,4.90429,4.8,35.0
Queer Garden,"Singel 43D, 1012 VC Amsterdam, Netherlands",Amsterdam,NL,parks,52.377023,4.892333,4.4,27.0
Ruijtergaard (onderdeel van Stichting Amstergaard),"De Ruijterkade 105-153, 1011 AB Amsterdam, Netherlands",Amsterdam,NL,parks,52.37778,4.905167,5.0,2.0
Park Somerlust,"Korte Ouderkerkerdijk 16, 1096 AC Amsterdam, Netherlands",Amsterdam,NL,parks,52.340817,4.91759,4.6,120.0
Tilburgse Benkskes Plein,"Nieuwmarkt, 1011 JV Amsterdam, Netherlands",Amsterdam,NL,parks,52.372119,4.899802,4.4,10.0
Kinderboerderij Het Sloterpark,"President Allendelaan 2, 1064 GW Amsterdam, Netherlands",Amsterdam,NL,parks,52.37169,4.815116,4.4,142.0
Sloterpark,"Unnamed Road, 1064 GW Amsterdam, Netherlands",Amsterdam,NL,parks,52.366011,4.825598,4.7,112.0
Hortus Botanicus,"Plantage Middenlaan 2a, 1018 DD Amsterdam, Netherlands",Amsterdam,NL,gardens,52.366919,4.907623,4.4,11195.0
Hortus Botanicus Vrije Universiteit Amsterdam,"Van der Boechorststraat 8, 1081 BT Amsterdam, Netherlands",Amsterdam,NL,gardens,52.332602,4.860406,4.6,726.0
Rijksmuseumtuinen,"Museumpromenade 1, 1071 DJ Amsterdam, Netherlands",Amsterdam,NL,gardens,52.35927,4.884879,4.7,891.0
Keukenhof,"Stationsweg 166A, 2161 AM Lisse, Netherlands",Amsterdam,NL,gardens,52.269709,4.546934,4.7,60850.0
Vondelpark,"1071 AA Amsterdam, Netherlands",Amsterdam,NL,gardens,52.357995,4.868648,4.7,54390.0
Park Frankendael,"1097 DE Amsterdam, Netherlands",Amsterdam,NL,gardens,52.351185,4.930805,4.5,2642.0
Queer Garden,"Singel 43D, 1012 VC Amsterdam, Netherlands",Amsterdam,NL,gardens,52.377023,4.892333,4.4,27.0
The Miracle Garden,"Erasmuspark, 1055 BJ Amsterdam, Netherlands",Amsterdam,NL,gardens,52.374987,4.852936,4.6,143.0
Darwinplantsoen Mien Ruys Tuin,"1097 EZ Amsterdam, Netherlands",Amsterdam,NL,gardens,52.345032,4.931267,4.6,95.0
Beatrixpark,"Diepenbrockstraat 21, 1077 VX Amsterdam, Netherlands",Amsterdam,NL,gardens,52.342977,4.880704,4.6,2712.0
Amstelpark,"Arent Janszoon Ernststraat 1, 1083 GA Amsterdam, Netherlands",Amsterdam,NL,gardens,52.330066,4.893991,4.6,7459.0
Secret Garden,"Reguliersdwarsstraat 38, 1017 BM Amsterdam, Netherlands",Amsterdam,NL,gardens,52.366286,4.891077,4.4,1649.0
Rosarium Vondelpark,"1054 NE Amsterdam, Netherlands",Amsterdam,NL,gardens,52.357625,4.863571,4.6,450.0
Buurttuin Valentijn,"Valentijnkade, 1095 KH Amsterdam, Netherlands",Amsterdam,NL,gardens,52.358447,4.945098,4.7,10.0
De Kruidenpluktuin van de Weteringbuurt,"Eerste Weteringplantsoen, 1017 SG Amsterdam, Netherlands",Amsterdam,NL,gardens,52.360074,4.888704,4.5,39.0
Hoftuin,"Nieuwe Herengracht 18a, 1018 DP Amsterdam, Netherlands",Amsterdam,NL,gardens,52.365725,4.90429,4.8,35.0
Oosterpark Amsterdam,"Oosterpark, 1012 AA Amsterdam, Netherlands",Amsterdam,NL,gardens,52.360082,4.920491,4.5,6535.0
Mahatma Gandhi garden,"Plantage, 1018 CX Amsterdam, Netherlands",Amsterdam,NL,gardens,52.368207,4.913725,4.5,11.0
Gardens buikslotermeer,"Volendammerweg 305, 1027 EA Amsterdam, Netherlands",Amsterdam,NL,gardens,52.394679,4.96512,4.4,65.0
Muiderslot,"Herengracht 1, 1398 AA Muiden, Netherlands",Amsterdam,NL,fortresses,52.3344,5.071214,4.5,8588.0
Forteiland Pampus,"Fort Pampus 1, 1398 PX Muiden, Netherlands",Amsterdam,NL,fortresses,52.364822,5.068964,4.4,1944.0
Fort near Nigtevecht,"Velterslaan 1, 1391 HV Abcoude, Netherlands",Amsterdam,NL,fortresses,52.275707,5.016486,4.2,395.0
Fort Diemerdam,"Diemerzeedijk 100, 1111 PP Diemen, Netherlands",Amsterdam,NL,fortresses,52.343198,5.013471,4.1,66.0
Fort bij Abcoude,"Molenweg 19, 1391 CH Abcoude, Netherlands",Amsterdam,NL,fortresses,52.26993,4.97976,4.3,177.0
Castle De Haar,"Kasteellaan 1, 3455 RR Utrecht, Netherlands",Amsterdam,NL,fortresses,52.121453,4.986006,4.6,19857.0
Fort bij Hinderdam,"Hinderdam 7, 1394 JB Nederhorst Den Berg, Netherlands",Amsterdam,NL,fortresses,52.283824,5.058772,4.2,23.0
Fort in de Botshol,"Botshol 23, 1391 HP Abcoude, Netherlands",Amsterdam,NL,fortresses,52.251037,4.91213,3.9,13.0
Fort Uitermeer,"Uitermeer 5, 1381 HP Weesp, Netherlands",Amsterdam,NL,fortresses,52.293477,5.081578,4.1,650.0
Fort Amsterdam,"5WR4+XQF, Kormantin- in the, Abandze, Ghana",Amsterdam,NL,fortresses,5.192474,-1.093086,4.1,241.0
Fort van Hoofddorp,"Hoofdweg 739, 2131 BD Hoofddorp, Netherlands",Amsterdam,NL,fortresses,52.302185,4.685759,4.4,110.0
Fort at Krommeniedijk,"Lagendijk 22, 1911 MT Uitgeest, Netherlands",Amsterdam,NL,fortresses,52.517418,4.743251,4.2,190.0
Westbatterij Muiden,"Westbatterij (Vesting Muiden), Westbatterij, Zuiderzeedijk, 1398 BA Muiden, Netherlands",Amsterdam,NL,fortresses,52.335989,5.06692,4.3,163.0
Muiderpoort,"Sarphatistraat, 1018 AV Amsterdam, Netherlands",Amsterdam,NL,fortresses,52.363755,4.919392,4.4,411.0
Fort north Spaarndam,"Redoute, 1991 AT Velserbroek, Netherlands",Amsterdam,NL,fortresses,52.422758,4.67833,4.1,30.0
"Amsterdamse Poort, Haarlem","2011 BZ Haarlem, Netherlands",Amsterdam,NL,fortresses,52.380516,4.646599,4.4,1370.0
Fort Waver-Amstel Natuurmonumenten,"Waverdijk 19, 3646 AS Waverveen, Netherlands",Amsterdam,NL,fortresses,52.249432,4.871085,5.0,2.0
Het Nederlands Vestingmuseum,"Westwalstraat 6, 1411 PB Naarden, Netherlands",Amsterdam,NL,fortresses,52.292954,5.160271,4.4,1126.0
Fort at St Aagtendijk,"Vuurlinie 1, 1948 PX Beverwijk, Netherlands",Amsterdam,NL,fortresses,52.476334,4.683304,4.4,55.0
Fort bij Aalsmeer,"Aalsmeerderdijk 460, 1436 BM Aalsmeerderbrug, Netherlands",Amsterdam,NL,fortresses,52.268397,4.734566,5.0,2.0
Fort Ronduit,"1411 RZ Naarden, Netherlands",Amsterdam,NL,fortresses,52.30274,5.164591,4.3,33.0
Fort Kudelstaart,"Kudelstaartseweg 96, 1433 GL Kudelstaart, Netherlands",Amsterdam,NL,fortresses,52.248075,4.757678,4.2,98.0
Museum Muizenfort,"Vestingplein 1, 1398 VE Muiden, Netherlands",Amsterdam,NL,fortresses,52.329741,5.072049,4.1,117.0
Fort Kijkuit,"Gabriëlweg 6, 1241 ND Kortenhoef, Netherlands",Amsterdam,NL,fortresses,52.235798,5.059006,4.2,61.0
WOOOSH Studio,"Andreas Bonnstraat 24, 1091 AZ Amsterdam, Netherlands",Amsterdam,NL,fortresses,52.359698,4.912016,0.0,0.0
Fort Mauv,"Mauvestraat 43II, 1073 RH Amsterdam, Netherlands",Amsterdam,NL,fortresses,52.349985,4.903044,0.0,0.0
OnSTein,"1082 KN Amsterdam, Netherlands",Amsterdam,NL,fortresses,52.329786,4.869422,0.0,0.0
Fort Spijkerboor,"Westdijk 46, 1464 PC Westbeemster, Netherlands",Amsterdam,NL,fortresses,52.540622,4.841094,4.3,186.0
Brederode Castle,"Velserenderlaan 2, 2082 LA Santpoort-Zuid, Netherlands",Amsterdam,NL,fortresses,52.42561,4.622612,4.5,1238.0
A'DAM Tower,"Overhoeksplein 1, 1031 KS Amsterdam, Netherlands",Amsterdam,NL,towers,52.383735,4.902205,4.6,9563.0
Rembrandt Tower,"Amstelplein, 1096 HA Amsterdam, Netherlands",Amsterdam,NL,towers,52.344919,4.917325,4.5,52.0
Montelbaanstoren,"Oudeschans 2, 1011 KX Amsterdam, Netherlands",Amsterdam,NL,towers,52.372037,4.905601,4.5,1175.0
Munttoren,"Muntplein 12/14, 1012 WR Amsterdam, Netherlands",Amsterdam,NL,towers,52.367041,4.89329,4.5,2041.0
XO HOTELS Blue Tower - Amsterdam,"Leeuwendalersweg 21, 1055 JE Amsterdam, Netherlands",Amsterdam,NL,towers,52.379264,4.845628,4.0,3078.0
Westertoren,"Prinsengracht 279a, 1016 GW Amsterdam, Netherlands",Amsterdam,NL,towers,52.374562,4.883512,4.5,176.0
A'DAM Lookout,"Overhoeksplein 5, 1031 KS Amsterdam, Netherlands",Amsterdam,NL,towers,52.384018,4.903183,4.6,25221.0
Crosstowers,"Antonio Vivaldistraat 150, 1083 HP Amsterdam, Netherlands",Amsterdam,NL,towers,52.337561,4.884643,4.2,24.0
Walls Gallery,"Prinsengracht 737, 1017JX, 1017 JX Amsterdam, Netherlands",Amsterdam,NL,walls,52.364363,4.885992,4.3,32.0
Graffiti Wall Of Fame,"Zuiderzeeweg 1, 1095 KG Amsterdam, Netherlands",Amsterdam,NL,walls,52.365612,4.955904,4.7,3.0
Red Light Secrets Museum,"Oudezijds Achterburgwal 60h, 1012 DP Amsterdam, Netherlands",Amsterdam,NL,walls,52.373683,4.898952,4.2,18929.0
Walls and Skin tattoo Shop Amsterdam,"Kalkmarkt 1, 1011 BC Amsterdam, Netherlands",Amsterdam,NL,walls,52.372898,4.907141,4.7,290.0
Walls and Skin CS,"Prins Hendrikkade 5A, 1012 TK Amsterdam, Netherlands",Amsterdam,NL,walls,52.378916,4.895168,4.8,175.0
Blue Wall Mural,"Bijlmerplein 1001, 1102 MK Amsterdam, Netherlands",Amsterdam,NL,walls,52.312946,4.950084,5.0,2.0
Ministry of Happy Walls,"Op afspraak, Schoolmeesterstraat 35A, 1053 MA Amsterdam, Netherlands",Amsterdam,NL,walls,52.364902,4.867266,5.0,2.0
de Bijenkorf Amsterdam,"Dam 1, 1012 JW Amsterdam, Netherlands",Amsterdam,NL,walls,52.373618,4.894502,4.3,17597.0
Muurschilderingen Wall Arts,"Kleine-Gartmanplantsoen 51, 1017 RP Amsterdam, Netherlands",Amsterdam,NL,walls,52.362776,4.883932,5.0,2.0
Greenhouse Effect Coffeeshop Amsterdam,"Nieuwmarkt 14, 1012 CR Amsterdam, Netherlands",Amsterdam,NL,walls,52.372849,4.899859,4.4,3388.0
Balance wall - Armin van Bouren,"Sint Luciënsteeg 24, 1012 RM Amsterdam, Netherlands",Amsterdam,NL,walls,52.370704,4.89041,0.0,0.0
Street Art Platanenweg by Amsterdam Street Art (ASA),"Platanenweg, 1091 KT Amsterdam, Netherlands",Amsterdam,NL,walls,52.354172,4.914031,4.5,77.0
Café the Schreiertower,"Prins Hendrikkade 95, 1012 AE Amsterdam, Netherlands",Amsterdam,NL,walls,52.37644,4.9023,4.4,1823.0
Green House Centrum Coffeeshop,"Oudezijds Voorburgwal 191, 1012 EW Amsterdam, Netherlands",Amsterdam,NL,walls,52.371494,4.895738,4.5,5139.0
Street art - jungle in Amsterdam,"Lastageweg, 1011 DB Amsterdam, Netherlands",Amsterdam,NL,walls,52.373324,4.902752,3.1,35.0
Munttoren,"Muntplein 12/14, 1012 WR Amsterdam, Netherlands",Amsterdam,NL,walls,52.367041,4.89329,4.5,2041.0
Muiderpoort,"Sarphatistraat, 1018 AV Amsterdam, Netherlands",Amsterdam,NL,walls,52.363755,4.919392,4.4,411.0
Holocaust Memorial & Dutch Theater (Jewish Cultural Quarter),"Plantage Middenlaan 24, 1018 DE Amsterdam, Netherlands",Amsterdam,NL,walls,52.366467,4.911123,4.4,336.0
W139,"Warmoesstraat 139, 1012 JB Amsterdam, Netherlands",Amsterdam,NL,walls,52.373702,4.89586,4.2,120.0
ARCAM Architecture Centre Amsterdam,"Prins Hendrikkade 600, 1011 VX Amsterdam, Netherlands",Amsterdam,NL,walls,52.371407,4.912627,4.3,267.0
Xtracold Icebar Amsterdam,"Amstel 194, 1017 AG Amsterdam, Netherlands",Amsterdam,NL,walls,52.366437,4.89993,4.2,11089.0
The Shadow Wall,"Nieuwe Keizersgracht 13-1, 1018 DR Amsterdam, Netherlands",Amsterdam,NL,walls,52.365164,4.904228,5.0,2.0
Urban Outfitters,"Kalverstraat 31-33, 1012 NX Amsterdam, Netherlands",Amsterdam,NL,walls,52.37162,4.892238,3.8,1460.0
Basilica of Saint Nicholas,"Prins Hendrikkade 73, 1012 AE Amsterdam, Netherlands",Amsterdam,NL,walls,52.376605,4.900871,4.7,2876.0
National Maritime Museum,"Kattenburgerplein 1, 1018 KK Amsterdam, Netherlands",Amsterdam,NL,walls,52.371558,4.914376,4.5,11891.0
Free walking tour Amsterdam,"Spuistraat 68 F, 1012 TW Amsterdam, Netherlands",Amsterdam,NL,walls,52.375828,4.891839,4.9,17541.0
Minderbroeders- of Grauwmonnikenklooster,"1012 CR Amsterdam, Netherlands",Amsterdam,NL,walls,52.372788,4.900191,4.8,37.0
Amsterdam Museum,"Amstel 51, 1018 EH Amsterdam, Netherlands",Amsterdam,NL,walls,52.365772,4.902782,4.3,6371.0
Studio ROOF,"Prinsenstraat 11, 1015 DA Amsterdam, Netherlands",Amsterdam,NL,walls,52.37775,4.887044,5.0,44.0
Søstrene Grene,"Nieuwendijk 219, 1012 MH Amsterdam, Netherlands",Amsterdam,NL,walls,52.374118,4.893326,4.5,837.0
Wall to Wall,"Zoutkeetsgracht 123, 1013 LC Amsterdam, Netherlands",Amsterdam,NL,walls,52.388066,4.888299,0.0,0.0
Lovers Canal Cruises Amsterdam,"Prins Hendrikkade 20B, 1012 TL Amsterdam, Netherlands",Amsterdam,NL,walls,52.378576,4.897213,3.8,6567.0
NDSM wall of fame,"NDSM-Plein 1033, 1033 WB Amsterdam, Netherlands",Amsterdam,NL,walls,52.400752,4.894449,5.0,1.0
Montelbaanstoren,"Oudeschans 2, 1011 KX Amsterdam, Netherlands",Amsterdam,NL,walls,52.372037,4.905601,4.5,1175.0
The LEGO® Store Amsterdam,"Kalverstraat 57, 1012 KW Amsterdam, Netherlands",Amsterdam,NL,walls,52.370903,4.891909,4.8,3954.0
Sint-Anthonispoort 1466-1617,"1012 CR Amsterdam, Netherlands",Amsterdam,NL,walls,52.372821,4.90032,4.6,16.0
Pancake House Mondial,"Raadhuisstraat 45, 1016 DD Amsterdam, Netherlands",Amsterdam,NL,walls,52.373665,4.885785,3.6,778.0
STRAAT Museum,"NDSM-Plein 1, 1033 WC Amsterdam, Netherlands",Amsterdam,NL,walls,52.401899,4.893935,4.8,3916.0
Styles Wall Beds,"Dukdalfweg 8, 1041 BD Amsterdam, Netherlands",Amsterdam,NL,walls,52.41638,4.825472,5.0,15.0
I Love Amsterdam,"Lange Niezel 14, 1012 GZ Amsterdam, Netherlands",Amsterdam,NL,walls,52.374798,4.898301,4.4,422.0
Amsterdam Experience,"Damrak 21, 1012 LH Amsterdam, Netherlands",Amsterdam,NL,walls,52.376488,4.897216,4.3,707.0
Light-Wall,"Eerste Nassaustraat 7, 1052 BD Amsterdam, Netherlands",Amsterdam,NL,walls,52.383082,4.879491,0.0,0.0
Praxis City,"Van Woustraat 31-33, 1074 AB Amsterdam, Netherlands",Amsterdam,NL,walls,52.356568,4.900076,4.3,280.0
Off the Wall B.V.,"Oudezijds Achterburgwal 80A, 1012 DR Amsterdam, Netherlands",Amsterdam,NL,walls,52.373183,4.898419,0.0,0.0
"Amsterdamse Poort, Haarlem","2011 BZ Haarlem, Netherlands",Amsterdam,NL,gates,52.380516,4.646599,4.4,1370.0
Gate Gourmet Amsterdam B.V.,"Cateringweg 3, 1118 AM Schiphol, Netherlands",Amsterdam,NL,gates,52.322767,4.800354,3.9,135.0
St. James's Gate,"Rembrandtplein 10, 1017 CV Amsterdam, Netherlands",Amsterdam,NL,gates,52.36596,4.895466,4.2,2687.0
Minderbroeders- of Grauwmonnikenklooster,"1012 CR Amsterdam, Netherlands",Amsterdam,NL,gates,52.372788,4.900191,4.8,37.0
Amsterdam Airport Schiphol,"Aankomstpassage 1, 1118 AX Schiphol, Netherlands",Amsterdam,NL,gates,52.316919,4.745925,3.9,84121.0
Poorten van Noord,"1031 CB Amsterdam, Netherlands",Amsterdam,NL,gates,52.388297,4.917541,4.5,2.0
Airport Transfer,"Stationsplein NO 342, 1117 CK Schiphol, Netherlands",Amsterdam,NL,gates,52.311037,4.812271,4.7,40.0
Panorama Terrace,"Schiphol Boulevard, 1118 AP Schiphol, Netherlands",Amsterdam,NL,gates,52.308662,4.765567,4.2,2271.0
Hotel ibis Styles Amsterdam Airport,"Piet Guilonardweg 3, 1117 EE Schiphol, Netherlands",Amsterdam,NL,gates,52.305711,4.806127,4.2,1868.0
"Aspire Lounge 26, Amsterdam Airport","Evert van de Beekstraat 202, Lounge 41, 1118 CP Schiphol, Netherlands",Amsterdam,NL,gates,52.303856,4.747912,3.3,3519.0
BODY WORLDS Amsterdam,"Damrak 66, 1012 LM Amsterdam, Netherlands",Amsterdam,NL,gates,52.374824,4.894747,4.5,15836.0
YOTELAIR Amsterdam Schiphol,"Amsterdam Airport Schiphol, YOTELAIR, Vertrekpassage, 1118 AS Amsterdam, Netherlands",Amsterdam,NL,gates,52.308958,4.765006,4.1,1912.0
Amsterdam,"1118 AX Schiphol, Netherlands",Amsterdam,NL,gates,52.308535,4.761405,4.5,13.0
Amsterdam Airport to City,"Van der Palmkade 89, 1051 HN Amsterdam, Netherlands",Amsterdam,NL,gates,52.380649,4.872555,5.0,2.0
Smederij Liberg,"Weesperzijde 33L, 1091 ED Amsterdam, Netherlands",Amsterdam,NL,gates,52.356583,4.907218,0.0,0.0
Stichting Golden Gates,"Oval Tower, De Entree 99-197, 1101 HE Amsterdam, Netherlands",Amsterdam,NL,gates,52.31238,4.940163,0.0,0.0
Amsterdam Centraal,"Stationsplein, 1012 AB Amsterdam, Netherlands",Amsterdam,NL,railway stations,52.379128,4.900272,4.4,7437.0
Amsterdam Centraal,"Stationsplein, 1012 AB Amsterdam, Netherlands",Amsterdam,NL,railway stations,52.378989,4.900414,4.0,186.0
Amsterdam Amstel,"1097 DN Amsterdam, Netherlands",Amsterdam,NL,railway stations,52.34664,4.91807,4.3,279.0
Amsterdam Lelylaan,"Cornelis Lelylaan 37, 1062 HD Amsterdam, Netherlands",Amsterdam,NL,railway stations,52.357931,4.833999,4.0,411.0
Amsterdam Science Park,"Carolina MacGillavrylaan 1678, 1098 XE Amsterdam, Netherlands",Amsterdam,NL,railway stations,52.35274,4.948561,3.8,37.0
Amsterdam South,"Spoorslag 29, 1082 MM Amsterdam, Netherlands",Amsterdam,NL,railway stations,52.338908,4.874528,4.0,481.0
Amsterdam Sloterdijk station,"Orlyplein, 1043 DV Amsterdam, Netherlands",Amsterdam,NL,railway stations,52.388832,4.837304,4.2,3325.0
"Amsterdam, Amsterdam Centraal","Amsterdam Centraal railway station, Stationsplein, 1012 AB Amsterdam, Netherlands",Amsterdam,NL,railway stations,52.379053,4.900362,4.3,25.0
Amsterdam Sloterdijk station,"Amsterdam, Netherlands",Amsterdam,NL,railway stations,52.38903,4.838297,2.9,103.0
Central Station,"1012 AB Amsterdam, Netherlands",Amsterdam,NL,railway stations,52.378088,4.900512,4.5,598.0
Amsterdam Holendrecht,"Nigtevechthof 27, 1106 TC Amsterdam, Netherlands",Amsterdam,NL,railway stations,52.298242,4.959675,3.5,83.0
Amsterdam RAI,"Europaboulevard 6, 1078 RV Amsterdam, Netherlands",Amsterdam,NL,railway stations,52.336736,4.890293,4.0,70.0
Amsterdam Central Railway Station,"Stationsplein 13a, 1012 AB Amsterdam, Netherlands",Amsterdam,NL,railway stations,52.378342,4.900156,4.7,18.0
Amsterdam Sloterdijk,"Zaventemweg, 1043 EH Amsterdam, Netherlands",Amsterdam,NL,railway stations,52.389033,4.838294,4.0,660.0
Centraal Station,"Stationsplein, 1012 AB Amsterdam, Netherlands",Amsterdam,NL,railway stations,52.378837,4.899595,4.5,2523.0
Centraal Station,"1012 AB Amsterdam, Netherlands",Amsterdam,NL,railway stations,52.378108,4.899197,4.3,179.0
Amsterdam Muiderpoort,"Oosterspoorplein 3, 1093 JW Amsterdam, Netherlands",Amsterdam,NL,railway stations,52.360647,4.930594,3.8,98.0
Amsterdam Bijlmer ArenA,"Johan Cruijff Boulevard 602, 1101 DS Amsterdam, Netherlands",Amsterdam,NL,railway stations,52.312222,4.947142,4.1,209.0
Schiphol Airport,"1118 AX Schiphol, Netherlands",Amsterdam,NL,railway stations,52.30946,4.76228,4.1,2496.0
Centraal Station,"1012 AB Amsterdam, Netherlands",Amsterdam,NL,railway stations,52.377727,4.901302,4.5,407.0
Station Duivendrecht,"1115 BZ Duivendrecht, Netherlands",Amsterdam,NL,railway stations,52.323142,4.936827,3.7,37.0
Station Amsterdam Haarlemmermeer,"Amsterdam, Netherlands",Amsterdam,NL,railway stations,52.349671,4.857267,4.5,2.0
