name,lat,lon,rate,rating,user_ratings_total,kind,category,city,country,price_level
"Chiesa di San Giorgio al Palazzo, San Giorgio al Palazzo Church",45.461082,9.184028,3,3.2,231,"religion,churches,interesting_places,catholic_churches",churches,Milan,IT,1
"Ai caduti di Mentana, Monumento ai Caduti di Mentana",45.461929,9.181854,1,3.4,16,"historic,monuments_and_memorials,burial_places,interesting_places,war_memorials,monuments",sculptures,Milan,IT,2
"Basilica di San Babila, Colonna del Leone, Colonna di Porta Orientale",45.466919,9.198172,3,4.1,184,"historic,monuments_and_memorials,interesting_places,monuments, religion,churches,interesting_places,catholic_churches","churches, monuments",Milan,IT,1
Palazzo Morando,45.46859,9.196259,3,4,2095,"palaces,architecture,historic_architecture,cultural,museums,interesting_places,other_museums",museums,Milan,IT,2
"Aldo rossiㅡMonument to Sandro Pertini, Monumento a Sandro Pertini",45.470299,9.19235,3,1.2,181,"historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,installation,other_burial_places,monuments",monuments,Milan,IT,1
Torre dei Gorani,45.464771,9.180847,3,1.7,206,"towers,palaces,architecture,historic_architecture,interesting_places,other_towers",landmark,Milan,IT,1
"Palazzo Imperiale romano di Massimiano, Villa Imperiale",45.465172,9.180551,3,2.8,311,"palaces,architecture,historic_architecture,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",sculptures,Milan,IT,2
"Museo Francesco Messina, Museo Studio Francesco Messina, Studio Museo Francesco Messina (Ex Chiesa di San Sisto al Carrobbio)",45.461002,9.181598,3,3.9,326,"biographical_museums,historic_house_museums,religion,churches,cultural,museums,interesting_places,history_museums,other_churches, biographical_museums,historic_house_museums,religion,churches,museums,cultural,interesting_places,history_museums,other_churches",art gallery,Milan,IT,3
"Giuseppe Garibaldi, Monumento a Giuseppe Garibaldi",45.468224,9.182256,2,3.4,187,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,Milan,IT,1
Palazzo Visconti di Modrone,45.466347,9.199364,3,3.6,339,"palaces,architecture,historic_architecture,interesting_places",palaces,Milan,IT,3
"Chiesa di Santa Maria della Visitazione, Monastero della Visitazione",45.457092,9.192139,1,2.9,7,"religion,churches,monasteries,interesting_places,catholic_churches",monasteries,Milan,IT,2
"Monument for Francesco Hayez, Monumento a Francesco Hayez",45.471535,9.188146,1,3.5,4,"historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,other_burial_places,sculptures,monuments",sculptures,Milan,IT,2
"Circo Romano, Ruins of the Circo Romano",45.461132,9.179968,1,2.3,77,"architecture,historic_architecture,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",landmark,Milan,IT,1
Basilica di San Calimero,45.456623,9.192999,3,2.9,211,"religion,churches,interesting_places,catholic_churches",churches,Milan,IT,1
"Chiesa di San Maurizio al Monastero Maggiore, San Maurizio al Monastero Maggiore",45.465672,9.178855,3,4.7,7083,"religion,churches,interesting_places,other_churches",churches,Milan,IT,1
"Fontana di Piazza Castello, Piazza Castello Fountain",45.469212,9.180945,2,4.7,1927,"fountains,cultural,urban_environment,interesting_places",fortresses,Milan,IT,2
"Torre Poligonale di Ansperto, Torre di Massimiano",45.465073,9.178509,1,2.7,17,"towers,architecture,fortifications,defensive_walls,historic,archaeology,interesting_places,other_archaeological_sites,other_towers,fortified_towers",walls,Milan,IT,1
"Monument to Felice Cavallotti, Monumento a Felice Cavallotti",45.470539,9.19775,1,1.2,12,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",sculptures,Milan,IT,2
"Applied Arts Collection of Milan, Filarete Tower",45.46962,9.180428,3,1.6,576,"museums,cultural,interesting_places,art_galleries",landmark,Milan,IT,1
Colonne di San Lorenzo,45.458227,9.181045,3,4,39958,"architecture,historic_architecture,interesting_places,destroyed_objects",sculptures,Milan,IT,2
"Medieval walls of Milan, Porta Ticinese, Porta Ticinese Medievale",45.457596,9.18096,3,3.6,362,"fortifications,defensive_walls,historic,interesting_places, fortifications,historic,defensive_walls,interesting_places",gates,Milan,IT,1
"Lancia di luce, Milan Conservatory, Santa Maria della Passione",45.464974,9.203287,3,3.7,1338,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments, religion,churches,interesting_places,other_churches",concert hall,Milan,IT,3
"Rondanini Pieta Museum, Rondanini Pietà",45.4697,9.178853,3,3.2,547,"historic,monuments_and_memorials,urban_environment,cultural,museums,interesting_places,other_museums,sculptures,monuments",museums,Milan,IT,2
"Statue Of Pericles, Statue of Pericles",37.982182,23.727404,1,3,95,"cultural,urban_environment,interesting_places,sculptures",monuments,Athens,GR,1
"Holy Church of the Life-giving Spring, Zoodochos Pigi, Athens",37.983356,23.732548,3,1.3,203,"religion,churches,interesting_places,eastern_orthodox_churches",churches,Athens,GR,1
"Agii Theodori (Athens), Holy Church of Saints Theodores",37.979385,23.73008,3,2.6,141,"religion,churches,interesting_places,other_churches",churches,Athens,GR,1
"Museum of the City of Athens, Μουσείο της Πόλεως των Αθηνών – Ίδρυμα Βούρου-Ευταξία",37.978874,23.731569,3,1.9,516,"cultural,museums,interesting_places,other_museums",museums,Athens,GR,2
"Holy Church of Saint George Karykis (Karytsis), Saint George Karytsis",37.978058,23.731415,3,2.7,116,"religion,churches,interesting_places,eastern_orthodox_churches",churches,Athens,GR,1
"Commander-in-Chief Theodoros Kolokotronis Mounted, Theodoros Kolokotronis",37.978024,23.733044,3,1.8,388,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",monuments,Athens,GR,1
"Pantanassa church, Virgin Mary Pantanassa Holy Orthodox Church",37.976486,23.72613,3,4.4,258,"religion,churches,monasteries,interesting_places,eastern_orthodox_churches",churches,Athens,GR,1
"Kapnikarea, Panagía Kapnikaréa Church",37.976395,23.728613,3,1.7,280,"religion,churches,interesting_places,eastern_orthodox_churches",churches,Athens,GR,1
"Agioi Asomatoi, Holy Church of the Incorporeal Angels at Theseion (11th c.)",37.977676,23.721127,3,4.8,249,"religion,churches,interesting_places,eastern_orthodox_churches",churches,Athens,GR,1
"Beit Shalom Synagogue in Athens, Synagogue Jewish Community of Athens ""Beth Shalom""",37.978149,23.720377,3,2.7,152,"religion,synagogues,interesting_places",synagogues,Athens,GR,2
"Numismatic Museum, Numismatic Museum of Athens",37.977825,23.735386,3,4.7,2085,"cultural,museums,interesting_places,other_museums",museums,Athens,GR,2
Pompeion,37.978214,23.718861,1,3.5,48,"religion,other_temples,historic,archaeology,interesting_places,other_archaeological_sites",landmark,Athens,GR,1
"Holy Church of the Virgin Mary Gorgoepikoos and Saint Eleutherius, Mary the Gorgoepicous and Saint Eleutherius, Παναγία Γοργοεπήκοος",37.97506,23.730006,3,4.5,1824,"religion,churches,interesting_places,eastern_orthodox_churches, religion,churches,interesting_places,other_churches",churches,Athens,GR,1
"Church of the Panagia Grigorousa, Holy Church of the All-Great Taxiarchs and the Virgin Mary Gregorousa",37.97472,23.726055,3,4.1,294,"religion,churches,interesting_places,other_churches",churches,Athens,GR,1
Temple of Apollo Patroos,37.975555,23.722124,1,3,10,"religion,architecture,historic_architecture,other_temples,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",temples,Athens,GR,2
"Horologion of Andronikos Cyrrhestes, Madrasah Gate, Old Madrasa Gate, Tower of the Winds",37.974336,23.727156,3,4.1,1420,"architecture,historic_architecture,interesting_places,destroyed_objects, sundials,other,towers,architecture,historic,monuments_and_memorials,interesting_places,clock_towers,monuments","landmark, monuments",Athens,GR,1
Odeon of Agrippa,37.975067,23.723146,1,3.1,66,"architecture,historic_architecture,historic,theatres_and_entertainments,concert_halls,archaeology,cultural,interesting_places,destroyed_objects,other_archaeological_sites",public sculpture,Athens,GR,1
"King Constantine I, Statue of King Constantine I",37.992008,23.73341,3,3.4,155,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",monuments,Athens,GR,1
Temple of Hephaestus,37.975605,23.721411,3,4,9869,"religion,architecture,historic_architecture,other_temples,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",monuments,Athens,GR,1
"Monument of the Eponymous Heroes, Monument of the Heroes",37.975075,23.722391,1,2.6,45,"architecture,historic_architecture,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",monuments,Athens,GR,1
"Benizelos Mansion, Benizelos mansion",37.974133,23.729046,3,4.2,1243,"historic,archaeology,cultural,museums,interesting_places,other_museums,other_archaeological_sites",landmark,Athens,GR,1
"Holy Apostles, Holy Church of the Holy Apostles of Solakis (10th c.)",37.974094,23.723927,3,3.4,238,"religion,churches,interesting_places,eastern_orthodox_churches",churches,Athens,GR,1
"Syntagma Metro Station Archaeological Collection, Syntagma Square",37.975498,23.7351,3,4.8,5974,"museums,cultural,interesting_places,other_museums",landmark,Athens,GR,1
"Holy Church of the Holy Unmercenaries of Kolokynthis - Metochion of the Holy Sepulchre, Holy Unmercenaries",37.972946,23.728205,3,3.6,531,"religion,churches,interesting_places,other_churches",churches,Athens,GR,1
"Holy Church of the Transfiguration of the Saviour (11th c.), Museum of Pavlos and Alexandra Kanellopoulou, Paul and Alexandra Canellopoulos Museum, Transfiguration of the Saviour",37.972931,23.726308,3,5,249,"cultural,museums,interesting_places,other_museums, religion,churches,interesting_places,eastern_orthodox_churches","churches, public sculpture",Athens,GR,1
"Herakleidon Museum, Iraklidon",37.975174,23.718625,2,3.6,1854,"cultural,museums,interesting_places,other_museums",museums,Athens,GR,2
"Holy Church of Saint Nicholas Rangavas, Saint Nicholas Rangavas",37.972496,23.729073,3,2.4,689,"religion,churches,interesting_places,eastern_orthodox_churches",churches,Athens,GR,1
"Museum of Greek Children’s Art, Museum of Greek Folk Art",37.973026,23.732508,3,2.5,170,"cultural,museums,interesting_places,art_galleries",art gallery,Athens,GR,3
"Ancient Temple of Athena, Erechtheum, Old Parthenon, Old Temple of Athena, The Porch of the Caryatids",37.971994,23.726414,3,2.9,460,"religion,architecture,historic_architecture,other_temples,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites, religion,other_temples,historic,archaeology,interesting_places,other_archaeological_sites","fortresses, landmark",Athens,GR,2
"Holy Church of the Holy Trinity - Soteira Lykodemos (11th c.), Holy Trinity",37.973251,23.734034,3,4.3,290,"religion,churches,interesting_places,eastern_orthodox_churches",churches,Athens,GR,1
The Jewish Museum of Greece,37.972923,23.733196,3,1.9,523,"cultural,museums,interesting_places,other_museums",museums,Athens,GR,2
"Sanctuary of Zeus Polieus, Temple of Rome & Augustus, Temple of Rome and Augustus",37.97172,23.72732,3,4.1,191,"religion,architecture,historic_architecture,other_temples,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites, religion,other_temples,historic,archaeology,interesting_places,other_archaeological_sites","landmark, monuments",Athens,GR,1
"Athena Promachos statue place, Base of the Statue of Athena Promachos, Propylaea",37.971786,23.725461,3,3.8,1000,"architecture,historic_architecture,fortifications,historic,archaeology,interesting_places,destroyed_objects,other_fortifications,other_archaeological_sites, historic,monuments_and_memorials,urban_environment,archaeology,cultural,interesting_places,other_archaeological_sites,sculptures,monuments","landmark, monuments",Athens,GR,1
Frissiras Museum,37.972271,23.732275,3,3.4,119,"cultural,museums,interesting_places,art_galleries",art gallery,Athens,GR,3
"Church of Agia Marina, St. Marina",37.973698,23.718969,3,3.5,683,"religion,churches,interesting_places,eastern_orthodox_churches",churches,Athens,GR,1
"Athena Nike Temple, Monument of Agrippa, Temple of Athena Nike",37.971664,23.724912,3,3.7,1067,"architecture,historic_architecture,historic,monuments_and_memorials,archaeology,interesting_places,destroyed_objects,other_archaeological_sites,monuments, religion,architecture,historic_architecture,other_temples,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",monuments,Athens,GR,1
"Hekatompedon temple, Lemnian Athena, Parthenon",37.97148,23.726674,3,4.5,235764,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments, religion,architecture,historic_architecture,other_temples,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites, religion,other_temples,interesting_places",monuments,Athens,GR,1
"Saint Paul, St. Paul's Anglican Church",37.972332,23.733715,3,2.7,400,"religion,churches,interesting_places,other_churches",churches,Athens,GR,1
"Chapel of St. George, Church of Saint George of Lycabettus",37.981934,23.743391,3,1.3,864,"religion,churches,interesting_places,other_churches",churches,Athens,GR,1
"Choregic Monument of Thrasyllos (Panagia Speliotissa), Choregic monument of Thrasyllos, Panagia Spiliotissa",37.971106,23.72768,3,2.7,138,"historic,monuments_and_memorials,archaeology,interesting_places,other_archaeological_sites,monuments, religion,churches,interesting_places,other_churches",monuments,Athens,GR,1
"Capuchin monastery of Athens, Choragic Monument of Lysicrates",37.971042,23.729912,3,4.1,6615,"architecture,historic_architecture,historic,monuments_and_memorials,archaeology,interesting_places,destroyed_objects,other_archaeological_sites,monuments, historic,monuments_and_memorials,archaeology,interesting_places,other_archaeological_sites,monuments, religion,monasteries,interesting_places",monuments,Athens,GR,1
"Holy Church of Saint Catherine, Saint Catherine",37.971081,23.730997,3,2.6,546,"religion,churches,interesting_places,eastern_orthodox_churches",churches,Athens,GR,1
"Stoa, Temple of Asklepios",37.970745,23.726801,3,3.4,150,"architecture,historic_architecture,historic,urban_environment,archaeology,cultural,interesting_places,destroyed_objects,other_archaeological_sites,squares",landmark,Athens,GR,1
Odeon of Herodes Atticus,37.970837,23.724573,3,4.6,16207,"architecture,historic_architecture,historic,theatres_and_entertainments,concert_halls,archaeology,cultural,interesting_places,destroyed_objects,music_venues,other_archaeological_sites,amphitheatres",monuments,Athens,GR,1
"Bema of Phaedrus, Theatre of Dionysus Eleuthereus",37.970257,23.727789,2,4.7,5856,"other,unclassified_objects,interesting_places,tourist_object",monuments,Athens,GR,1
"Choregic monument of Nikias, The Choregic Monument of Nikias",37.970238,23.726959,1,1.4,15,"historic,monuments_and_memorials,interesting_places,monuments",monuments,Athens,GR,1
"Greece crowning Lord Byron, Statue of Lord Byron",37.970833,23.733566,3,3.6,151,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",monuments,Athens,GR,1
"First Greek Evangelical Church of Athens, Greek Evangelical Church, Melina Mecouri, Melina Mercouri Monument",37.970072,23.731424,3,2.2,682,"historic,monuments_and_memorials,interesting_places,monuments, religion,churches,interesting_places,other_churches","churches, monuments",Athens,GR,1
Arch of Hadrian,37.970188,23.732014,3,2.6,511,"architecture,historic_architecture,historic,monuments_and_memorials,archaeology,interesting_places,destroyed_objects,other_archaeological_sites,monuments,triumphal_archs",monuments,Athens,GR,1
"Holy Church of Saint Sophia, St. Sophia",37.969715,23.725378,3,4.4,324,"religion,churches,interesting_places,other_churches",churches,Athens,GR,1
"Church of Hagios Demetrios Loumbardiaris, Holy Church of Saint Demetrios Loumbardiaris",37.970001,23.720278,3,3,1191,"religion,churches,interesting_places,other_churches",churches,Athens,GR,1
"Olympieio, Temple of Olympian Zeus",37.969395,23.733116,3,4.6,28407,"religion,other_temples,historic,archaeology,interesting_places,other_archaeological_sites",monuments,Athens,GR,1
"Acropolis Museum, Moscophoros",37.968445,23.7285,3,4.6,71985,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",monuments,Athens,GR,1
"George Karaiskakis Statue, Georgios Karaiskakis",37.970764,23.739384,3,2.6,116,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",monuments,Athens,GR,1
Philopappos Monument,37.967331,23.721479,3,4.2,3573,"historic,monuments_and_memorials,burial_places,archaeology,interesting_places,other_archaeological_sites,mausoleums,monuments",monuments,Athens,GR,1
Basil & Elise Goulandris Foundation,37.969746,23.742689,3,4.2,4629,"cultural,museums,interesting_places,art_galleries",museums,Athens,GR,2
"Dromeas (The Runner), Runner",37.976635,23.749382,3,4.5,308,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,Athens,GR,1
"2nd Greek Evangelical Church of Athens, Second Greek Evangelical Church",37.9636,23.724001,1,2.8,53,"religion,churches,interesting_places,other_churches",churches,Athens,GR,1
"National Museum of Contemporary Art, National Museum of Contemporary Art Αthens (ΕΜΣΤ)",37.963017,23.725262,3,4.3,4505,"cultural,museums,interesting_places,art_galleries",museums,Athens,GR,2
"Aghios Thomas, Goudi, Church of Saint Thomas",37.98246,23.765385,2,2.8,474,"religion,churches,interesting_places,eastern_orthodox_churches",churches,Athens,GR,1
"Alsos Neas Smyrnis, Alsos of Nea Smyrni",37.949215,23.716143,3,4.7,6159,"urban_environment,gardens_and_parks,cultural,interesting_places",parks,Athens,GR,1
"Tactual Museum, Tactual Museum of Athens",37.945457,23.700027,2,1.6,143,"cultural,museums,interesting_places,art_galleries",art gallery,Athens,GR,3
Zero Kilometre Stone,47.497894,19.040197,3,3.9,1237,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",public sculpture,Budapest,HU,1
"The rabbit with checkered ears, Turul, Turul statue",47.497492,19.038794,2,3.4,714,"cultural,urban_environment,interesting_places,sculptures, historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",monuments,Budapest,HU,1
"Hungarian National Gallery, Prince Eugene of Savoy, Statue of Prince Eugene of Savoy",47.49632,19.039926,3,4.9,10299,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments, national_museums,cultural,museums,interesting_places,art_galleries","landmark, monuments",Budapest,HU,1
"Fountain of King Matthias, Matthias Fountain",47.496136,19.039076,3,2,667,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",landmark,Budapest,HU,1
"Buda Castle Chapel, Palace Chapel",47.495701,19.04076,1,2.4,50,"religion,churches,interesting_places,other_churches",churches,Budapest,HU,1
Széchenyi Chain Bridge,47.498978,19.04365,3,4.4,57872,"bridges,architecture,interesting_places,other_bridges",landmark,Budapest,HU,1
"Statue Of The Independence War, Statue of Independence War",47.499561,19.035202,3,3.4,537,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,Budapest,HU,1
"Budapesti Kapucinus Templom - Árpád-házi Szent Erzsébet plébánia, Saint Elizabeth of Hungary Church, Alsó-Víziváros",47.502121,19.038782,3,2.4,118,"religion,historic,churches,monuments_and_memorials,urban_environment,cultural,interesting_places,catholic_churches,sculptures,monuments",churches,Budapest,HU,1
"Castle Cave of Buda, Labyrinth",47.500114,19.034103,3,4.5,4650,"geological_formations,natural,interesting_places,caves",castles,Budapest,HU,2
"Baron József Eötvös Statue, Eötvös József báró",47.498127,19.047428,1,4.1,80,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",sculptures,Budapest,HU,2
"Count István Széchenyi Statue, Széchenyi István Square",47.500355,19.04693,1,3.8,87,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",sculptures,Budapest,HU,2
"Fisherman's Bastion, Fishermans bastion, Matthias Church, The Church of Our Lady of Buda Castle",47.50213,19.034527,3,4.4,122124,"religion,mosques,cathedrals,churches,interesting_places,catholic_churches, view_points,other,interesting_places",monuments,Budapest,HU,1
"Little Princess, Little Princess Statue",47.495922,19.048193,3,4.7,1858,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,Budapest,HU,1
Holy Trinity Statue,47.501686,19.033512,3,3.2,316,"historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,other_burial_places,sculptures,monuments",monuments,Budapest,HU,1
"Szilágyi Dezső Square Reformed Church, Szilágyi Dezső tér Reformed Church",47.503794,19.038967,3,4.1,1756,"religion,churches,interesting_places,other_churches",churches,Budapest,HU,1
"Saint Catherine of Alexandria Church, Tabán, Tabán",47.492199,19.043977,3,1.1,498,"cultural,urban_environment,interesting_places,sculptures, religion,churches,interesting_places,catholic_churches",churches,Budapest,HU,1
Hospital in the Rock,47.500797,19.031435,3,5,8476,"fortifications,historic,cultural,museums,interesting_places,bunkers,other_museums",museums,Budapest,HU,2
Shoes on the Danube Bank,47.503971,19.04479,3,4.1,23055,"historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,other_burial_places,sculptures,monuments",monuments,Budapest,HU,1
"Rubik's Cube, Rubik's Cube mini statue by Kolodko",47.504745,19.039618,2,1.9,151,"cultural,urban_environment,interesting_places,sculptures",sculptures,Budapest,HU,2
Vörösmarty tér,47.496441,19.050682,3,4.1,15785,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",landmark,Budapest,HU,1
Koller Gallery,47.50362,19.032827,3,3.6,441,"cultural,museums,interesting_places,art_galleries",museums,Budapest,HU,2
"Attila József, Attila József Statue",47.505062,19.04495,3,1.9,298,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",monuments,Budapest,HU,1
"Statue of Elizabeth Queen of Hungary, Statue of Queen Elisabeth",47.490673,19.045877,2,1.7,242,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",monuments,Budapest,HU,1
"CENTAR, Danubius Fountain",47.49831,19.052553,1,1.4,32,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",gardens,Budapest,HU,3
"Gyula Andrássy, Statue of Count Gyula Andrássy",47.505562,19.045383,3,1.4,204,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",public sculpture,Budapest,HU,1
"Memorial for Victims of the German Occupation, Memorial to the Victims of the German Occupation",47.503143,19.050638,3,3.3,160,"historic,monuments_and_memorials,interesting_places,monuments",monuments,Budapest,HU,1
"Frog Breki mini statue by Kolodko, Kermit the Frog",47.503887,19.050268,2,3.8,179,"cultural,urban_environment,interesting_places,sculptures",sculptures,Budapest,HU,2
"Gerard of Csanád, St. Gerard Sagredo Statue",47.489559,19.045519,3,3.8,1734,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",monuments,Budapest,HU,1
"Saint Anne Servite Church, Budapest, St. Anne Church, Downtown Budapest",47.495258,19.053591,3,2.9,401,"religion,churches,interesting_places,catholic_churches",churches,Budapest,HU,1
"Monument of National Martyrs, Nemzeti Vértanuk Emlékműve",47.505692,19.048281,3,3.7,100,"historic,monuments_and_memorials,burial_places,interesting_places,war_memorials,monuments",monuments,Budapest,HU,1
"Soviet War Memorial, Soviet soldiers memorial",47.504589,19.050329,3,3,1442,"historic,monuments_and_memorials,burial_places,interesting_places,war_memorials,monuments",monuments,Budapest,HU,1
Vienna Gate,47.505043,19.03063,3,4.3,3661,"fortifications,defensive_walls,historic,interesting_places",landmark,Budapest,HU,1
"Church of Saint Mary Magdalene, Magdolna-torony",47.503765,19.028873,3,4.9,1892,"towers,religion,architecture,historic_architecture,churches,interesting_places,destroyed_objects,other_towers,other_churches",towers,Budapest,HU,1
"Basilica Budapest, St. Stephen's Basilica",47.500778,19.053993,3,3.3,308,"religion,cathedrals,churches,interesting_places,catholic_churches",churches,Budapest,HU,1
"Lutheran church, Deák tér",47.497204,19.054659,3,2,356,"religion,churches,interesting_places,other_churches",churches,Budapest,HU,1
István Örkény Theatre,47.497341,19.056684,3,4.5,3154,"cultural,theatres_and_entertainments,interesting_places,other_theatres",theatres,Budapest,HU,2
"Batthyány's sanctuary lamp, Lajos Batthyányi Eternal Flame",47.506004,19.051983,3,2.4,457,"historic,monuments_and_memorials,interesting_places,monuments",landmark,Budapest,HU,1
"István Tisza, István Tisza Monument",47.508785,19.045906,3,3.1,190,"cultural,urban_environment,interesting_places,sculptures",monuments,Budapest,HU,1
"Fountain of the Nereids, Well of the Nereids",47.493011,19.055986,1,1.5,24,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",public sculpture,Budapest,HU,1
"First Unitarian Church in Budapest, Unitarian Church",47.507896,19.051842,1,1.5,49,"religion,churches,interesting_places,other_churches",churches,Budapest,HU,1
"Taras Shevchenko Monument, Tarasz Sevcsenko",47.51115,19.03796,1,1.6,70,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,Budapest,HU,1
Hungarian Jewish Museum and Archives,47.495987,19.060049,3,4.8,209,"cultural,museums,interesting_places,other_museums",museums,Budapest,HU,2
"Saint George Serbian Orthodox Church, Szerb ortodox templom",47.489449,19.057087,3,3.9,253,"religion,churches,interesting_places,eastern_orthodox_churches",churches,Budapest,HU,1
"Budapest Operetta Theatre, Budapest Operetta and Musical Theatre, Mikroszínpad, Petőfi Theatre, Thalia Drama Theater, Thália Theater",47.503718,19.059838,3,4.2,33061,"cultural,theatres_and_entertainments,interesting_places,other_theatres, theatres_and_entertainments,cultural,interesting_places,other_theatres, urban_environment,cultural,theatres_and_entertainments,interesting_places,other_theatres,sculptures",theatres,Budapest,HU,2
"Mechwart András, Mechwart András szobra",47.511627,19.031967,1,1.8,5,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",public sculpture,Budapest,HU,1
"Kazinczy Street Synagogue, Kazynczy Street Synagogue",47.498569,19.062456,3,3.9,517,"religion,synagogues,interesting_places",temples,Budapest,HU,2
"Angyal reliefek, Jesus's Heart Church Of Városmajor, Városmajor Church",47.505923,19.021244,3,3.3,1260,"religion,churches,urban_environment,cultural,interesting_places,catholic_churches,sculptures, religion,churches,urban_environment,cultural,interesting_places,installation,catholic_churches",churches,Budapest,HU,1
"Columbo Statue, Statue of Columbo",47.51265,19.048914,2,3.5,1694,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,Budapest,HU,1
Historical City Wall Exhibition,47.4888,19.059958,1,4.9,26,"historic,archaeology,interesting_places,other_archaeological_sites",walls,Budapest,HU,1
"Przemyśl Memorial, Przemyśl védőinek emlékműve",47.514259,19.038696,1,2,56,"historic,monuments_and_memorials,burial_places,interesting_places,war_memorials,monuments",fortresses,Budapest,HU,2
"Ady Endre, Endre Ady statue",47.504375,19.06258,1,3.6,38,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",public sculpture,Budapest,HU,1
"Urania National Film Theater, Uránia National Movie Theater",47.495281,19.065086,3,5,3819,"cultural,cinemas,theatres_and_entertainments,interesting_places",cinemas,Budapest,HU,2
"Solti György, Solti György szobra",47.503387,19.064117,1,2.5,23,"historic,monuments_and_memorials,interesting_places,monuments",sculptures,Budapest,HU,2
"Gül Baba’s Tomb and Rosegarden, Tomb of Gül Baba",47.515972,19.034918,3,4,3918,"historic,monuments_and_memorials,burial_places,interesting_places,mausoleums,monuments",mausoleums,Budapest,HU,2
"Budai Ciszterci Szent Imre Templom, Church of Szentimreváros",47.478798,19.042242,3,2,696,"religion,churches,interesting_places,catholic_churches",churches,Budapest,HU,1
"Madách Színház, Madách Theatre",47.501236,19.068398,3,4.8,11533,"cultural,theatres_and_entertainments,interesting_places,other_theatres",theatres,Budapest,HU,2
"Franz Liszt Memorial Museum, Franz Liszt Memorial Museum and Research Center",47.506966,19.066492,3,4.5,777,"cultural,museums,interesting_places,other_museums",museums,Budapest,HU,2
"Budapesti Jézus Szíve Templom, Sacred Heart Jesuit Church",47.490517,19.06852,3,4.1,551,"religion,churches,interesting_places,catholic_churches",churches,Budapest,HU,1
"A buvár - miniatür szobor, New York Palace Budapest",47.498981,19.070747,3,1.5,111,"accomodations,urban_environment,cultural,interesting_places,other_hotels,sculptures",sculptures,Budapest,HU,2
"Szent István Park, Szent István park",47.518581,19.050854,3,4.2,762,"urban_environment,gardens_and_parks,cultural,interesting_places",parks,Budapest,HU,1
"FKSE Studio of Young Artists’ Association, Studio of Young Artists Association",47.505756,19.074373,1,4.7,58,"cultural,museums,interesting_places,art_galleries",art gallery,Budapest,HU,3
"György Ráth Museum, Ráth György-villa",47.508991,19.074047,3,3.4,643,"cultural,museums,interesting_places,other_museums",art gallery,Budapest,HU,3
