name,lat,lon,rate,rating,user_ratings_total,kind,category,city,country,price_level
Skinny Bridge,52.363583,4.902375,3,4.3,6455,"stone_bridges,bridges,interesting_places,architecture,moveable_bridges",landmark,Amsterdam,NL,1
"Charing Cross, Charles I, Equestrian Statue of King Charles I, Kilometre zero plaque",51.507336,-0.127631,3,4,1008,"historic,monuments_and_memorials,interesting_places,monuments, historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",sculptures,London,GB,2
"Equestrian Statue of King George IV, Equestrian statue of George IV, Fountain of Trafaglar, Fourth Plinth, George IV, Hahn/Cock, Jellicoe Memorial Fountain, The Fourth Plinth, Trafalgar Square",51.508178,-0.128171,3,4.7,129271,"architecture,historic_architecture,interesting_places,other_buildings_and_structures, fountains,historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments, historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments, urban_environment,cultural,interesting_places,squares","fountains, landmark, sculptures",London,GB,2
Admiralty Arch,51.506737,-0.128626,3,3,1010,"architecture,historic_architecture,historic,monuments_and_memorials,interesting_places,monuments,triumphal_archs",landmark,London,GB,1
"One & Other, The Fourth Plinth",51.50819,-0.12873,3,2.9,103,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,installation,sculptures,monuments",sculptures,London,GB,2
Captain James Cook,51.506313,-0.129275,1,2.2,32,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,London,GB,1
"National Gallery, The National Gallery",51.508884,-0.128374,3,4.9,53708,"cultural,museums,interesting_places,art_galleries",museums,London,GB,2
"St Martin-in-the-Fields, St Martin-in-the-Fields Church, London",51.508831,-0.126676,3,4.7,4052,"religion,churches,interesting_places,other_churches",churches,London,GB,1
"A Conversation with Oscar Wilde, Oscar Wilde Statue",51.508701,-0.125894,1,3.4,45,"historic,cultural,urban_environment,monuments_and_memorials,burial_places,interesting_places,other_burial_places,sculptures,monuments",sculptures,London,GB,2
Edith Cavell Memorial,51.509323,-0.127183,1,2.1,50,"historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,other_burial_places,sculptures,monuments",monuments,London,GB,1
National Portrait Gallery,51.509399,-0.1281,3,4.9,13970,"museums,cultural,interesting_places,art_galleries",museums,London,GB,2
"George Duke of Cambridge statue, Prince George, Duke of Cambridge",51.505222,-0.126586,1,1.2,28,"historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,other_burial_places,sculptures,monuments",monuments,London,GB,1
"Carlton House, Carlton House Terrace, Duke of York Column, Duke of York Column;Frederick, Duke of York",51.506354,-0.131741,3,3.2,1308,"architecture,historic_architecture,interesting_places,destroyed_objects, cultural,urban_environment,interesting_places,squares, historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,other_burial_places,sculptures,monuments, other,unclassified_objects,interesting_places,historic_object",monuments,London,GB,1
"ODEON Luxe Haymarket, Odeon Haymarket, Odeon Panton Street",51.509584,-0.131212,2,3.8,2424,"architecture,historic_architecture,cinemas,cultural,theatres_and_entertainments,interesting_places,destroyed_objects, cultural,cinemas,theatres_and_entertainments,interesting_places",cinemas,London,GB,2
"Crimean War Memorial, Guards Crimean War Memorial",51.507389,-0.132689,3,1.5,446,"historic,burial_places,urban_environment,cultural,interesting_places,war_memorials,sculptures",monuments,London,GB,1
Guards Memorial,51.504459,-0.129517,3,4.8,209,"historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,war_memorials,sculptures,monuments",monuments,London,GB,1
"James Outram statue, Sir James Outram, Statue of James Outram",51.506277,-0.123086,1,4.2,44,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments, historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",sculptures,London,GB,2
"York Water Gate, York Watergate",51.508125,-0.122905,1,2,48,"fortifications,defensive_walls,historic,interesting_places",landmark,London,GB,1
"Bust of Samuel Plimsoll, Henry Bartle Frere, Henry Bartle Frere Statue, Samuel Plimsoll, Statue of Henry Bartle Frere",51.505549,-0.123292,1,3.4,85,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments, historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments, historic,monuments_and_memorials,interesting_places,monuments","monuments, public sculpture",London,GB,1
"Alhambra Theatre, ODEON Luxe Leicester Square",51.51049,-0.1293,3,4.9,940,"theatres_and_entertainments,cultural,interesting_places,other_theatres",cinemas,London,GB,2
"Leicester Square, Shakespeare, Shakespeare Fountain, Shakespeare Water Fountain",51.510396,-0.130109,1,4.5,30,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments, gardens_and_parks,cultural,urban_environment,interesting_places",fountains,London,GB,2
"Statue of William Tyndale, Victoria Embankment Gardens: Whitehall Gardens",51.505066,-0.123609,2,4.2,1942,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",landmark,London,GB,1
"The Women of WWII, The Women of World War II",51.503517,-0.12615,3,4.6,245,"historic,burial_places,urban_environment,cultural,interesting_places,war_memorials,sculptures",monuments,London,GB,1
"409 And 410, Strand Wc2, Adelphi Theatre, Theatre Royal Adelphi",51.510116,-0.122888,2,5,19184,"architecture,historic_architecture,theatres_and_entertainments,cultural,interesting_places,destroyed_objects,other_theatres, historic_architecture,architecture,interesting_places,other_buildings_and_structures",theatres,London,GB,2
"Church of Notre Dame de France RC, Notre-Dame de France, Prince Charles Cinema",51.511422,-0.130045,3,4.7,3762,"cultural,cinemas,theatres_and_entertainments,interesting_places, religion,churches,interesting_places,catholic_churches","churches, cinemas",London,GB,2
"George VI and Queen Elizabeth Memorial, King George VI, King George VI & Queen Elizabeth,The Queen Mother Memorial",51.505158,-0.133768,3,1.3,262,"historic,cultural,urban_environment,monuments_and_memorials,burial_places,interesting_places,other_burial_places,sculptures,monuments, historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,London,GB,1
"5, Great Newport Street Wc2, Agatha Christie Memorial, Agatha Christie memorial, Arts Theatre",51.511894,-0.127414,3,3.8,2257,"historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,other_burial_places,sculptures,monuments, historic_architecture,architecture,interesting_places,other_buildings_and_structures","monuments, theatres",London,GB,2
Royal Air Force Memorial,51.503998,-0.123038,3,4.4,208,"historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,war_memorials,sculptures,monuments",monuments,London,GB,1
"Anglo-Belgian War Memorial, Cleopatra's Needle, Monument of Belgium's Gratitude",51.508582,-0.120542,3,1.9,785,"historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,war_memorials,sculptures,monuments, historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments","landmark, monuments",London,GB,1
"Beauty < Immortality, Eros (Shaftesbury Memorial Fountain), Piccadilly Circus, Shaftesbury Memorial Fountain",51.509857,-0.134524,3,4.8,3156,"fountains,historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,other_burial_places,sculptures,monuments, historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments, railway_stations,industrial_facilities,interesting_places",sculptures,London,GB,2
"St Paul's Church, St Paul’s Church Covent Garden",51.511528,-0.123719,3,1.5,892,"religion,churches,interesting_places,other_churches",churches,London,GB,1
The Cenotaph,51.50267,-0.126087,3,1.2,756,"historic,monuments_and_memorials,burial_places,interesting_places,war_memorials,monuments",monuments,London,GB,1
Picturehouse Central,51.510635,-0.133644,2,4.4,4396,"cultural,cinemas,theatres_and_entertainments,interesting_places",cinemas,London,GB,2
Savoy Theatre,51.510189,-0.120999,3,4,5223,"cultural,theatres_and_entertainments,interesting_places,other_theatres",theatres,London,GB,2
"Churchill Museum and Cabinet War Rooms, Robert Clive, Robert Clive Memorial, Steps And Parapets With Lamps At West End",51.502279,-0.129257,3,4.8,201,"biographical_museums,cultural,museums,interesting_places,military_museums, historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments, historic_architecture,architecture,interesting_places,other_buildings_and_structures",monuments,London,GB,1
"Battle of Britain Memorial, The Battle of Britain Monument",51.502937,-0.123428,3,4.3,189,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,London,GB,1
Curzon Soho,51.512657,-0.130608,2,4.6,1692,"cultural,cinemas,theatres_and_entertainments,interesting_places",cinemas,London,GB,2
"Ambassadors, The Ambassadors Theatre",51.513039,-0.127825,3,4.3,1077,"cultural,theatres_and_entertainments,interesting_places,other_theatres",theatres,London,GB,2
"Church of St. Louis of the French in Lisbon, Church of São Luís dos Franceses",38.716202,-9.140084,1,1.9,75,"religion,churches,interesting_places,catholic_churches",churches,Lisbon,PT,1
"Church of Our Lady of Pena, Church of São Luís dos Franceses",38.717758,-9.139282,3,3.1,143,"religion,churches,interesting_places,catholic_churches",churches,Lisbon,PT,1
"Aos Restauradores de 1640, Monumento dos Restauradores",38.715752,-9.141685,3,4.6,3648,"historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,war_memorials,sculptures,monuments",monuments,Lisbon,PT,1
"Estaus Palace, Teatro Nacional Dona Maria II",38.714788,-9.139787,3,4.5,3174,"cultural,theatres_and_entertainments,interesting_places,other_theatres, palaces,architecture,historic_architecture,interesting_places",theatres,Lisbon,PT,2
"Igreja Paroquial de São José, Igreja de São José",38.718037,-9.142435,1,2,64,"religion,churches,interesting_places,catholic_churches",churches,Lisbon,PT,1
Teatro Eden,38.715248,-9.142028,3,3.1,151,"accomodations,cinemas,cultural,theatres_and_entertainments,interesting_places,other_hotels",cinemas,Lisbon,PT,2
"Dom Pedro IV, Praça Dom Pedro IV",38.713799,-9.139368,3,4.5,15592,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",monuments,Lisbon,PT,1
"Jardim de São Pedro de Alcântara, Miradouro de São Pedro de Alcântara",38.715305,-9.144257,3,5,29223,"urban_environment,gardens_and_parks,cultural,interesting_places",public sculpture,Lisbon,PT,1
"Animatógrafo do Rossio, Arco do Bandeira, Ourivesaria Ferreira Marques & Filhos",38.712782,-9.139028,1,4.6,44,"historic_architecture,architecture,interesting_places,other_buildings_and_structures, wall_painting,urban_environment,cultural,cinemas,theatres_and_entertainments,interesting_places",landmark,Lisbon,PT,1
"Carioca, Church of Saint Roch, Igreja de São Roque, O Cauteleiro",38.713375,-9.14334,3,4.5,5893,"architecture,historic_architecture,interesting_places,cafes,foods,tourist_facilities,other_buildings_and_structures, religion,churches,cultural,museums,interesting_places,other_museums,catholic_churches","churches, monuments",Lisbon,PT,1
Santa Justa Lift,38.712116,-9.139374,3,4.6,53134,"cultural,urban_environment,interesting_places,squares",landmark,Lisbon,PT,1
"Avenida da Liberdade, Monument Deads of Great War, Monumento aos Mortos da Grande Guerra",38.719534,-9.145282,3,4.5,1526,"historic,historical_places,cultural,urban_environment,interesting_places,historic_settlements,squares, historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,war_memorials,sculptures,monuments",monuments,Lisbon,PT,1
"Carmo Archaeological Museum, Chafariz do Carmo, Chafariz do Largo do Carmo, Largo do Carmo",38.711978,-9.140748,3,4,19952,"cultural,museums,interesting_places,other_museums, fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments, other,unclassified_objects,interesting_places,tourist_object","monuments, public sculpture",Lisbon,PT,1
"Maria Vitória Theater, Parque Mayer, Teatro Maria Victoria, Teatro Variedades",38.718955,-9.145859,3,4.8,1704,"architecture,historic_architecture,cultural,theatres_and_entertainments,interesting_places,other_theatres,restaurants,foods,tourist_facilities,other_buildings_and_structures, cultural,theatres_and_entertainments,interesting_places,other_theatres, urban_environment,cultural,interesting_places,amusements,amusement_parks,squares",theatres,Lisbon,PT,2
"Igreja paroquial de São Cristóvão, Parish Church of Saint Christopher and Saint Lawrence",38.712807,-9.135547,3,4.4,131,"religion,churches,interesting_places,catholic_churches",churches,Lisbon,PT,1
"Capitólio, Teatro Capitólio",38.718826,-9.146617,3,3.9,1561,"cultural,cinemas,theatres_and_entertainments,interesting_places",theatres,Lisbon,PT,2
"Capela de Nossa Senhora do Monte, Chapel of Our Lady of the Mountain",38.719276,-9.132437,3,2.6,163,"religion,churches,interesting_places,other_churches",churches,Lisbon,PT,1
"A Brasileira, Casa Havaneza, Chiado, Fernando Pessoa, Statue of António Ribeiro",38.710638,-9.142149,3,4.3,4095,"architecture,historic_architecture,interesting_places,cafes,foods,tourist_facilities,other_buildings_and_structures, historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments, historic_architecture,architecture,interesting_places,other_buildings_and_structures",monuments,Lisbon,PT,1
"Palacete Ribeiro da Cunha, Real Fado Concerts",38.716919,-9.148376,3,2.9,344,"palaces,architecture,historic_architecture,interesting_places,manor_houses",concert hall,Lisbon,PT,3
"Monumento a Camões, Praça Luís de Camões",38.710571,-9.143483,3,4,27723,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",landmark,Lisbon,PT,1
"Jardim Augusto Gil, Jardim da Graça",38.716038,-9.131026,3,4.4,299,"urban_environment,gardens_and_parks,cultural,interesting_places",parks,Lisbon,PT,1
"Arco do Castelo, São Jorge Castle",38.712151,-9.132886,3,1.1,438,"fortifications,defensive_walls,historic,interesting_places,castles",landmark,Lisbon,PT,1
Teatro Nacional de São Carlos,38.709446,-9.141666,3,3.7,1585,"theatres_and_entertainments,cultural,interesting_places,opera_houses",theatres,Lisbon,PT,2
"Leopardo Filmes, Lápides das Pedras Negras",38.710369,-9.13492,1,4.7,5,"megaliths,historic,archaeology,interesting_places",cinemas,Lisbon,PT,2
"Largo do Barão de Quintela, Statue of Eça de Queirós",38.709671,-9.143349,1,3.9,41,"gardens_and_parks,cultural,urban_environment,interesting_places",monuments,Lisbon,PT,1
"São Luiz Teatro Municipal, Teatro São Luiz",38.709301,-9.1424,3,3.6,1614,"theatres_and_entertainments,cultural,interesting_places,other_theatres",theatres,Lisbon,PT,2
"Cinemateca, Cinemateca Júnior",38.720833,-9.148681,1,2,38,"cultural,cinemas,museums,theatres_and_entertainments,interesting_places,other_museums",cinemas,Lisbon,PT,2
"Church of Saint Anthony of Lisbon, Escultura de Santo António, Saint Anthony's Church, Santo António Church",38.710033,-9.133885,3,4,6634,"historic,churches,urban_environment,other_churches,religion,monuments_and_memorials,cultural,interesting_places,sculptures,monuments, religion,churches,cultural,museums,interesting_places,other_museums,other_churches, religion,churches,interesting_places,catholic_churches","churches, sculptures",Lisbon,PT,2
"Money Museum, Museu do Dinheiro",38.708599,-9.138889,2,4.7,4160,"religion,churches,cultural,museums,interesting_places,other_museums,other_churches",museums,Lisbon,PT,2
"Church of Saint Catherine, Igreja de Santa Catarina",38.71117,-9.148267,3,1.2,559,"religion,churches,interesting_places,other_churches",churches,Lisbon,PT,1
"Church of Saint James, Igreja de Santa Luzia, Igreja de Santiago, Jardim Júlio de Castilho, Miradouro de Santa Luzia, Museu de Artes Decorativas, Palácio Azurara, Registo de Santa Luzia",38.711833,-9.130489,3,3.1,406,"palaces,architecture,historic_architecture,cultural,museums,interesting_places,other_museums, religion,churches,interesting_places,catholic_churches, view_points,other,interesting_places, wall_painting,religion,churches,urban_environment,cultural,interesting_places,other_churches","art gallery, churches, parks",Lisbon,PT,3
Arco da Rua Augusta,38.708439,-9.136818,3,5,24647,"architecture,historic_architecture,historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments,triumphal_archs",monuments,Lisbon,PT,1
"Cadeia do Aljube, Museum Aljube Resistência e Liberdade",38.710178,-9.132553,3,3.2,1464,"cultural,museums,interesting_places,other_museums",museums,Lisbon,PT,2
"Pillory of Lisbon, Praça do Enrike Dj",38.708042,-9.139223,3,4.6,152,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",monuments,Lisbon,PT,1
"Jardim Júlio de Castilho, Miradouro de Santa Luzia",38.711742,-9.130216,3,5,132,"view_points,other,interesting_places",parks,Lisbon,PT,1
Jardim Fialho de Almeida,38.71497,-9.151692,3,1.2,108,"urban_environment,gardens_and_parks,cultural,interesting_places",parks,Lisbon,PT,1
"Equestrian Statue of King José I, Estátua equestre de D. José I, Ribeira Palace",38.70753,-9.13648,3,4.5,914,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments, palaces,architecture,historic_architecture,interesting_places",monuments,Lisbon,PT,1
"Atelier Museu Júlio Pomar, Atelier-Museu Júlio Pomar",38.711246,-9.150414,3,3.1,221,"cultural,museums,interesting_places,art_galleries",art gallery,Lisbon,PT,3
"Church São Miguel, St. Michael's Church",38.711163,-9.12944,3,4.6,204,"religion,churches,interesting_places,catholic_churches",churches,Lisbon,PT,1
Igreja de Santo Estêvão,38.712151,-9.1279,1,3.3,88,"religion,churches,interesting_places,catholic_churches",churches,Lisbon,PT,1
Cais das Colunas,38.706753,-9.136175,3,4.7,4302,"lagoons,interesting_places,natural,water",landmark,Lisbon,PT,1
"Chafariz d'El Rei, Chafariz d'El-Rei, Palace of the Chafariz d'El Rei",38.709787,-9.129509,3,3.2,858,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments, palaces,architecture,historic_architecture,accomodations,interesting_places,other_hotels",landmark,Lisbon,PT,1
"Duke of Terceira, Duque da Terceira",38.706509,-9.143535,2,4.5,189,"cultural,urban_environment,interesting_places,sculptures",monuments,Lisbon,PT,1
"Camilo Castelo Branco, Statue of Camilo Castelo Branco",38.725479,-9.148346,1,3.9,11,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",sculptures,Lisbon,PT,2
"Estação Ferroviária do Sul e Sueste, Estação Fluvial de Sul-Sueste",38.706707,-9.133951,1,3.1,88,"railway_stations,industrial_facilities,interesting_places",railway stations,Lisbon,PT,2
"Edifício da Antiga Estação Elevatória de Águas de Alfama, Fado Museum",38.711086,-9.12762,2,4.9,5307,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",museums,Lisbon,PT,2
Chafariz do Largo do Rato,38.719925,-9.154076,1,2,10,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",landmark,Lisbon,PT,1
"Marques De Pombal, Marquess of Pombal Square",38.725292,-9.150026,3,4.2,8335,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",monuments,Lisbon,PT,1
"Church of Santa Engrácia, National Pantheon",38.714966,-9.124701,3,4.2,11073,"religion,historic,churches,burial_places,interesting_places,catholic_churches,mausoleums",monuments,Lisbon,PT,1
Chafariz da Esperança,38.708923,-9.153534,1,2.3,61,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",landmark,Lisbon,PT,1
"Arpad Szenes - Vieira da Silva Foundation, Museu Arpad Szenes - Vieira da Silva",38.722237,-9.155769,2,2,433,"factories,industrial_facilities,cultural,museums,interesting_places,other_museums",museums,Lisbon,PT,2
"Pedro Alvares Cabral Monument (Rodolfo Bernardelli, 1940), Pedro Álvares Cabral Monument",38.715801,-9.158721,1,4.7,47,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,Lisbon,PT,1
Jardim da Estrela,38.714714,-9.159223,3,4.1,13775,"urban_environment,gardens_and_parks,cultural,interesting_places",parks,Lisbon,PT,1
Museu da Marioneta,38.708004,-9.155793,3,4.4,1715,"cultural,museums,interesting_places,other_museums",museums,Lisbon,PT,2
"Cinema Cinearte, Theater A Barraca",38.707172,-9.155249,2,1.8,606,"theatres_and_entertainments,cultural,cinemas,interesting_places",theatres,Lisbon,PT,2
"Church of Saint George of Arroios, Igreja de Arroios",38.732647,-9.13619,3,4.5,354,"religion,other_temples,interesting_places",churches,Lisbon,PT,1
Casa-Museu Dr. Anastácio Gonçalves,38.732548,-9.146381,3,4.8,312,"cultural,museums,interesting_places,other_museums",art gallery,Lisbon,PT,3
"Church Santos-O-Velho, Igreja de Santos-o-Velho",38.706875,-9.157063,2,2.9,394,"religion,churches,interesting_places,catholic_churches",churches,Lisbon,PT,1
"Evocação do 25 de Abril de 1974, Observation Deck Park Eduardo VII",38.730392,-9.154461,2,4.9,5016,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",parks,Lisbon,PT,1
"Church of Saint Sebastian, Igreja de São Sebastião da Pedreira",38.732468,-9.151225,3,1,401,"religion,churches,interesting_places,catholic_churches",churches,Lisbon,PT,1
"St Paul's Cathedral, St. Paul's Cathedral",38.706543,-9.158647,1,4.3,34,"religion,cathedrals,interesting_places",churches,Lisbon,PT,1
Jardim do Arco do Cego,38.735966,-9.142308,3,4.2,5614,"urban_environment,gardens_and_parks,cultural,interesting_places",parks,Lisbon,PT,1
"Jardim Teófilo Braga, Jardim da Parada",38.717899,-9.165217,3,4.9,3462,"urban_environment,gardens_and_parks,cultural,interesting_places",gardens,Lisbon,PT,3
Chafariz das Janelas Verdes,38.705444,-9.161411,1,1,61,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",fountains,Lisbon,PT,2
"Alameda Park (Garden), Jardim da Alameda Dom Afonso Henriques",38.737103,-9.132856,2,3.2,137,"gardens_and_parks,cultural,urban_environment,interesting_places",parks,Lisbon,PT,1
Fonte Luminosa,38.737309,-9.130508,3,4.8,5374,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",landmark,Lisbon,PT,1
"Bazilika sv. Ludmily, Socha svaté Ludmily ve štítě nad portálem kostela svaté Ludmily na náměstí Míru, Sochy u portálu kostela svaté Ludmily na náměstí Míru",50.075434,14.436801,2,4.3,7794,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",churches,Prague,CZ,1
"Sochy na štítě budovy Vinohradského divadla, Vinohrady Theater",50.076096,14.437004,2,4.2,3107,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",theatres,Prague,CZ,2
"Americké náměstí, Kašna na křižovatce ulic Americká a Záhřebská",50.072437,14.438309,1,1.3,21,"fountains,historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",landmark,Prague,CZ,1
"150 let Sokola, Památník 150 let Sokola u haly Sokola Královské Vinohrady",50.078663,14.442386,1,2.3,1,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",landmark,Prague,CZ,1
"Monument Svatopluk Cech, Statue of Svatopluk Čech in Vinohrady",50.076698,14.445377,1,3.2,39,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,Prague,CZ,1
National Museum,50.078918,14.430967,3,4.1,39524,"national_museums,cultural,museums,interesting_places",landmark,Prague,CZ,1
"Statue of Otilie Sklenářová-Malá, Čelakovského sady",50.078304,14.430112,3,2.5,157,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",parks,Prague,CZ,1
"Fontána před Národním muzeem, Fountain in front of the National Museum, Jan Palach and Jan Zajíc memorial, Koňská brána, Maria column, Palach and Zajíc memorial in Prague, Socha Moravy na rampě Národního muzea v Praze, Socha Čechie na rampě Národního muzea v Praze",50.079383,14.430409,3,1,984,"architecture,historic_architecture,historic,monuments_and_memorials,cultural,burial_places,urban_environment,interesting_places,destroyed_objects,other_burial_places,sculptures,monuments, fortifications,historic,defensive_walls,interesting_places, fountains,historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments, historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments, historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments","landmark, monuments",Prague,CZ,1
"Kašna s Tritonem v Havlíčkových sadech, Neptun",50.069916,14.443473,1,4.3,42,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",landmark,Prague,CZ,1
Statue of Saint Wenceslas,50.079777,14.429728,3,4.1,10900,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,Prague,CZ,1
"Pamětní desky obětem 2. světové války na Hlavním nádraží v Praze, Socha Nicholase Wintona na Hlavním nádraží v Praze, Statue of Nicholas Winton",50.082382,14.435041,2,2.1,258,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments, historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",monuments,Prague,CZ,1
"Antonín Dvořák Museum, Michnův letohrádek, Socha Herkula, Socha Herkula před Michnovým letohrádkem v Praze",50.073667,14.426918,3,1.1,595,"cultural,museums,interesting_places,other_museums, historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments, historic_architecture,architecture,interesting_places,manor_houses","landmark, museums",Prague,CZ,2
"Pamětní deska Františka Kvapila v Korunní ulici v Praze, Pamětní deska Jaroslava Nováka Braťky v Korunní ulici v Praze, Vinohradská vodárna, Vinohrady Water Tower",50.07532,14.449155,3,2.7,326,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments, towers,architecture,interesting_places,water_towers",landmark,Prague,CZ,1
"International Church of Prague - Bridge Centrum, Pamětní deska Nikola Tesly na domě Ve Smečkách 603/13 v Praze",50.078518,14.42678,1,4.4,23,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",churches,Prague,CZ,1
"Měšťanský dům (Politických vězňů 19), Web Retail Ltd.",50.081917,14.431014,2,2.6,449,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",installations,Prague,CZ,2
"Czech Railways Lounge, Fantova budova, Farewell Memorial, Farewell memorial, Pamětní deska pražského povstání na Hlavním vlakovém nádraží, Plaque to Woodrow Wilson at Praha hlavní nádraží",50.083151,14.435219,3,1.7,463,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments, industrial_facilities,railway_stations,interesting_places","landmark, railway stations",Prague,CZ,2
"Bell tower of the church of Saint Stephen in Prague, Zvonice",50.07621,14.425594,1,4,12,"architecture,towers,interesting_places,bell_towers",landmark,Prague,CZ,1
"Socha Jiřího z Poděbrad (na rohu fasády domu ve výklenku), Socha Jiřího z Poděbrad na rohu domu Nitranská 988/19",50.077072,14.450221,1,4.2,1,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",landmark,Prague,CZ,1
"Jalta, Sochy vlevo na balkonu hotelu Jalta na Václavském náměstí, Sochy vpravo na balkonu hotelu Jalta na Václavském náměstí, The Cold War Museum",50.081159,14.428502,3,3.3,1317,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,foods,restaurants,tourist_facilities,other_buildings_and_structures, historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",museums,Prague,CZ,2
"Augustinian monastery at Saint Catherine in Prague, Church of St Katherine of Alexandria",50.073673,14.425369,3,4.1,220,"religion,monasteries,interesting_places",churches,Prague,CZ,1
"Kostel Nejsvětějšího Srdce Páně, Socha Dobrý Pastýř vlevo na průčelí kostela Nejsvětějšího Srdce Páně na Vinohradech, Socha Panny Marie s Ježíškem nad portálem kostela Nejsvětějšího Srdce Páně na Vinohradech",50.078049,14.450364,2,4.9,3062,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",churches,Prague,CZ,1
"Betonová fontána, větrací věž metra s fontánou na Karlovském předmostí",50.069004,14.429371,1,1.7,7,"fountains,historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",landmark,Prague,CZ,1
"Woodrow Wilson, Woodrow Wilson Monument",50.083878,14.433108,1,4.1,58,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,Prague,CZ,1
