name,kind,city,country,lat,lon,rate
chiesa della Santissima Trinità degli Spagnoli,"religion,churches,interesting_places,other_churches",Rome,IT,41.9053,12.480901,2
chiesa di S. Maria di Loreto,"religion,churches,interesting_places,other_churches",Rome,IT,41.895912,12.483517,2
Villa Borghese Pinciana,"palaces,architecture,historic_architecture,museums,cultural,interesting_places,other_museums",Rome,IT,41.914192,12.492194,3
Piazza di San Marcello,"religion,churches,urban_environment,cultural,interesting_places,squares,other_churches",Rome,IT,41.898617,12.481532,3
Temple of Tellus,"religion,other_temples,historic,archaeology,interesting_places,other_archaeological_sites",Rome,IT,41.891998,12.4899,2
Horti Epaphroditiani,"historic,archaeology,interesting_places,other_archaeological_sites",Rome,IT,41.894943,12.508306,2
Palazzo Marignoli,"palaces,architecture,historic_architecture,interesting_places",Rome,IT,41.902332,12.4805,3
Chiesa di San Silvestro in Capite,"religion,churches,interesting_places,catholic_churches",Rome,IT,41.903175,12.480494,3
Galleria Alberto Sordi,"palaces,architecture,historic_architecture,interesting_places",Rome,IT,41.901081,12.480632,3
Colosseum,"view_points,other,sport,mineshafts,architecture,historic,archaeology,other_archaeological_sites,industrial_facilities,historic_architecture,cultural,theatres_and_entertainments,interesting_places,music_venues,amphitheatres,stadiums",Rome,IT,41.89101,12.494349,3
Arch of Claudius,"architecture,historic_architecture,historic,monuments_and_memorials,archaeology,interesting_places,other_archaeological_sites,monuments,triumphal_archs",Rome,IT,41.899315,12.481097,3
Arch of Marcus Aurelius (Rome),"historic,archaeology,interesting_places,other_archaeological_sites",Rome,IT,41.901501,12.480472,3
Santa Maria de Ferrariis,"religion,churches,interesting_places,other_churches",Rome,IT,41.891277,12.492222,3
Palazzo Magistrale,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",Rome,IT,41.905418,12.480746,3
Fontana Bocca di Leone,"fountains,historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",Rome,IT,41.904888,12.480583,2
St Bibiana,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",Rome,IT,41.895554,12.509189,3
Arcus Novus,"architecture,historic_architecture,historic,monuments_and_memorials,interesting_places,monuments,triumphal_archs",Rome,IT,41.89817,12.48156,3
Porta Ratumena,"fortifications,historic,defensive_walls,interesting_places",Rome,IT,41.895,12.484167,2
Giulio Cesare,"historic,monuments_and_memorials,urban_environment,archaeology,cultural,interesting_places,other_archaeological_sites,sculptures,squares,monuments",Rome,IT,41.894135,12.485261,3
Palazzo Mancini,"palaces,architecture,historic_architecture,interesting_places",Rome,IT,41.897499,12.481944,3
Chiesa di Santa Bibiana,"religion,churches,interesting_places,catholic_churches",Rome,IT,41.895546,12.509241,3
Palazzo Doria Pamphili,"palaces,architecture,historic_architecture,interesting_places",Rome,IT,41.897999,12.48162,2
Auditorium of Hadrian,"historic,archaeology,interesting_places,other_archaeological_sites",Rome,IT,41.89584,12.483242,3
Pjazza di Spagna,"palaces,architecture,historic_architecture,interesting_places,restaurants,foods,tourist_facilities",Rome,IT,41.905865,12.480785,3
Chiesa della Divina Sapienza,"religion,churches,interesting_places,catholic_churches",Rome,IT,41.90353,12.512531,3
La Zingarella,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",Rome,IT,41.914356,12.491895,2
Sovereign Military Order of Malta,"religion,other_temples,interesting_places",Rome,IT,41.905411,12.48061,2
Fontana del Facchino,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Rome,IT,41.898304,12.481382,3
Palazzo Bonaparte,"palaces,architecture,historic_architecture,interesting_places",Rome,IT,41.897499,12.4818,3
Palazzo Doria Pamphilj,"cultural,museums,interesting_places,art_galleries",Rome,IT,41.897823,12.481561,3
Aurelian Walls,"fortifications,defensive_walls,historic,archaeology,interesting_places,other_archaeological_sites",Rome,IT,41.897045,12.510725,3
Palazzo de Carolis,"palaces,architecture,historic_architecture,interesting_places",Rome,IT,41.898571,12.48113,3
Fontana di piazza colonna,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Rome,IT,41.900913,12.480278,3
Aqua Julia,"architecture,bridges,historic,archaeology,interesting_places,other_archaeological_sites,aqueducts",Rome,IT,41.896961,12.510719,3
Santa Maria Maddalena delle Convertite,"religion,churches,interesting_places,other_churches",Rome,IT,41.902363,12.480083,3
Atrium Libertatis,"historic,archaeology,interesting_places,other_archaeological_sites",Rome,IT,41.895065,12.483805,2
Santa Maria in Via Lata,"religion,churches,interesting_places,catholic_churches",Rome,IT,41.898102,12.481307,3
Mausoleo di Lucilio Peto,"historic,monuments_and_memorials,burial_places,archaeology,interesting_places,other_archaeological_sites,mausoleums,monuments",Rome,IT,41.914986,12.496585,3
Palazzo Verospi Vitelleschi,"palaces,architecture,historic_architecture,interesting_places",Rome,IT,41.897221,12.481833,3
Tempio della Pace,"religion,other_temples,historic,archaeology,interesting_places,other_archaeological_sites",Rome,IT,41.892303,12.488056,3
Oratorio di San Francesco Saverio,"religion,churches,interesting_places,other_churches",Rome,IT,41.899113,12.480763,3
Horti Aciliorum,"historic,gardens_and_parks,cultural,urban_environment,archaeology,interesting_places,other_archaeological_sites",Rome,IT,41.912498,12.4864,3
Temple of Venus Genetrix,"religion,architecture,historic_architecture,other_temples,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",Rome,IT,41.89407,12.484773,3
Temple of Venus Genetrix,"historic,archaeology,interesting_places,other_archaeological_sites",Rome,IT,41.89407,12.484773,3
Forum of Nerva,"historic,archaeology,interesting_places,other_archaeological_sites",Rome,IT,41.893116,12.486195,3
Palazzo Ferrajoli,"palaces,architecture,historic_architecture,interesting_places",Rome,IT,41.900677,12.4801,3
Tempio della Pace,"religion,other_temples,historic,archaeology,interesting_places,other_archaeological_sites",Rome,IT,41.892811,12.486663,3
Santa Maria della Pietà al Colosseo,"religion,churches,interesting_places,catholic_churches",Rome,IT,41.8908,12.4925,3
Arch of Marcus Aurelius,"architecture,historic_architecture,historic,monuments_and_memorials,interesting_places,monuments,triumphal_archs",Rome,IT,41.894402,12.4842,2
Sacrario delle Bandiere delle Forze Armate,"cultural,museums,interesting_places,other_museums",Rome,IT,41.89492,12.483586,3
Column of Marcus Aurelius,"historic,monuments_and_memorials,burial_places,urban_environment,archaeology,cultural,interesting_places,other_archaeological_sites,other_burial_places,sculptures,monuments",Rome,IT,41.900848,12.479987,3
Forum of Caesar,"historic,urban_environment,archaeology,cultural,interesting_places,other_archaeological_sites,squares",Rome,IT,41.893787,12.484992,3
chiesa di Sant'Andrea della Colonna,"religion,churches,interesting_places,other_churches",Rome,IT,41.900944,12.479944,3
Sepolcro di Gaio Poplicio Bibulo,"architecture,historic_architecture,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",Rome,IT,41.895233,12.483202,3
Madonna della Carità del Letterato,"religion,churches,interesting_places,other_churches",Rome,IT,41.902889,12.479722,3
The Harmony,"cultural,urban_environment,interesting_places,sculptures",Rome,IT,41.89513,12.48327,2
Palazzo Chigi,"palaces,architecture,historic_architecture,interesting_places",Rome,IT,41.901199,12.479836,3
Villa Borghese,"palaces,architecture,historic_architecture,interesting_places",Rome,IT,41.912842,12.486536,3
Roman College,"palaces,architecture,historic_architecture,interesting_places",Rome,IT,41.898724,12.480611,3
Winged Victory,"urban_environment,cultural,interesting_places,sculptures",Rome,IT,41.894745,12.483663,3
Oratorio del Santissimo Sacramento di San Lorenzo in Lucina,"religion,other_temples,interesting_places",Rome,IT,41.90461,12.479861,3
Temple of Marcus Aurelius,"historic,archaeology,interesting_places,other_archaeological_sites",Rome,IT,41.900833,12.479861,3
Basilica Argentaria,"historic,archaeology,interesting_places,other_archaeological_sites",Rome,IT,41.894093,12.484411,3
Palazzo Theodoli-Bianchelli,"palaces,architecture,historic_architecture,interesting_places",Rome,IT,41.90239,12.479633,2
Basilica of Maxentius,"historic,archaeology,interesting_places,other_archaeological_sites",Rome,IT,41.891815,12.488417,3
Santi Bartolomeo e Alessandro a Piazza Colonna,"religion,churches,interesting_places,catholic_churches",Rome,IT,41.900425,12.479922,3
Forum Piscarium,"historic,archaeology,interesting_places,other_archaeological_sites,shops,marketplaces,tourist_facilities",Rome,IT,41.8927,12.4865,3
Arco di Portogallo,"historic,archaeology,interesting_places,other_archaeological_sites",Rome,IT,41.903099,12.4796,3
Winged Victory,"urban_environment,cultural,interesting_places,sculptures",Rome,IT,41.895172,12.483043,3
Colossus of Constantine,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",Rome,IT,41.8918,12.4883,3
Collegio dei Bergamaschi,"palaces,architecture,historic_architecture,interesting_places",Rome,IT,41.900169,12.479913,3
Chiesa di Santa Maria Immacolata a Villa Borghese,"religion,churches,interesting_places,other_churches",Rome,IT,41.912926,12.486437,3
Winged Victory,"urban_environment,cultural,interesting_places,sculptures",Rome,IT,41.894703,12.483497,3
pedestal of colossus of Nero,"architecture,historic_architecture,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,destroyed_objects,sculptures,monuments",Rome,IT,41.890873,12.490993,3
Porta Fontinalis,"fortifications,historic,defensive_walls,archaeology,interesting_places,other_archaeological_sites",Rome,IT,41.894001,12.4843,3
Santi Cosma e Damiano,"religion,churches,interesting_places,catholic_churches",Rome,IT,41.892086,12.48748,3
Santo Stefano del Trullo,"religion,churches,interesting_places,other_churches",Rome,IT,41.900112,12.479833,3
Temple of Janus,"religion,architecture,historic_architecture,other_temples,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",Rome,IT,41.892982,12.485722,3
Palazzo delle Casse di Risparmio Postali,"palaces,architecture,historic_architecture,interesting_places",Rome,IT,41.891602,12.5043,3
Biblioteca di archeologia e storia dell'arte,"other,unclassified_objects,interesting_places,historic_object",Rome,IT,41.896255,12.481825,3
,"religion,architecture,historic_architecture,churches,interesting_places,destroyed_objects,catholic_churches",Rome,IT,41.891872,12.487742,3
San Paolo alla Colonna,"religion,churches,interesting_places,other_churches",Rome,IT,41.900639,12.479583,3
Temple of Jupiter Feretrius,"religion,other_temples,historic,archaeology,interesting_places,other_archaeological_sites",Rome,IT,41.891998,12.4874,3
Temple of Jupiter Stator,"religion,other_temples,interesting_places",Rome,IT,41.891998,12.4874,3
Clivus Argentarius,"historic,archaeology,interesting_places,other_archaeological_sites",Rome,IT,41.893654,12.484506,3
Ludus Magnus,"architecture,historic_architecture,historic,archaeology,cultural,theatres_and_entertainments,interesting_places,music_venues,other_archaeological_sites,amphitheatres",Rome,IT,41.89011,12.494964,3
Basilica Aemilia,"architecture,historic_architecture,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",Rome,IT,41.892605,12.486147,3
Palazzo Wedekind,"palaces,architecture,historic_architecture,interesting_places",Rome,IT,41.90086,12.479478,3
San Lorenzo in Miranda,"religion,churches,interesting_places,catholic_churches",Rome,IT,41.892258,12.486757,3
Goddess of Rome,"settlements,historic,urban_environment,archaeology,cultural,interesting_places,sculptures",Rome,IT,41.894909,12.482937,3
Horrea Piperataria,"historic,archaeology,interesting_places,other_archaeological_sites",Rome,IT,41.891712,12.48792,2
Portico of Gaius and Lucius,"historic,archaeology,interesting_places,other_archaeological_sites",Rome,IT,41.892632,12.486033,3
Palazzo Venezia,"palaces,architecture,historic_architecture,interesting_places",Rome,IT,41.896053,12.481822,3
Colosseum,"sport,mineshafts,architecture,historic,archaeology,other_archaeological_sites,industrial_facilities,historic_architecture,cultural,theatres_and_entertainments,interesting_places,music_venues,amphitheatres,stadiums",Rome,IT,41.890263,12.493087,3
Curia Cornelia,"architecture,historic_architecture,interesting_places,destroyed_objects",Rome,IT,41.893055,12.485278,3
Curia Hostilia,"historic,archaeology,interesting_places,other_archaeological_sites",Rome,IT,41.893055,12.485278,3
Santi Luca e Martina al Foro Romano,"religion,churches,interesting_places,catholic_churches",Rome,IT,41.893173,12.485076,3
Santa Martina in Tribus Foris,"religion,churches,interesting_places,other_churches",Rome,IT,41.893166,12.485083,3
Museo Nazionale del Palazzo di Venezia,"cultural,museums,interesting_places,other_museums",Rome,IT,41.896366,12.481534,3
Santissima Trinità a Via Condotti,"religion,churches,interesting_places,catholic_churches",Rome,IT,41.904541,12.47936,3
Curia Julia,"historic,archaeology,interesting_places,other_archaeological_sites",Rome,IT,41.89296,12.485392,3
Monument to Vittorio Emanuele II,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Rome,IT,41.894787,12.482977,3
Basilica Porcia,"historic,archaeology,interesting_places,other_archaeological_sites",Rome,IT,41.893318,12.484819,3
Monument to Vittorio Emanuele II,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",Rome,IT,41.894688,12.483067,3
Winged Victory,"urban_environment,cultural,interesting_places,sculptures",Rome,IT,41.895081,12.482642,3
Lutherdenkmal,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Berlin,DE,52.520248,13.405941,3
Hugo Haase,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",Berlin,DE,52.51944,13.404241,2
Hugo Haase,"historic,monuments_and_memorials,interesting_places,monuments",Berlin,DE,52.51944,13.404241,3
Block der Frauen,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",Berlin,DE,52.521072,13.405072,3
Alte Synagoge,"religion,synagogues,interesting_places",Berlin,DE,52.521099,13.4048,3
Neptunbrunnen,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Berlin,DE,52.519596,13.406855,3
Heilig-Geist-Kapelle,"religion,churches,interesting_places,other_churches",Berlin,DE,52.52079,13.403218,3
AquaDom,"cultural,museums,aquariums,gardens_and_parks,urban_environment,interesting_places,zoos",Berlin,DE,52.519722,13.402778,3
Saint Mary's Church,"religion,churches,interesting_places,other_churches",Berlin,DE,52.52055,13.407178,3
Marx-Engels-Statuen,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Berlin,DE,52.518799,13.40345,2
Feen-Palast,"architecture,historic_architecture,theatres_and_entertainments,cultural,interesting_places,destroyed_objects,other_theatres",Berlin,DE,52.51923,13.40278,2
Marx-Engels-Denkmal,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Berlin,DE,52.51878,13.403411,2
Marx-Engels Forum,"gardens_and_parks,cultural,urban_environment,interesting_places",Berlin,DE,52.51844,13.404862,2
Heat-Berlin,"religion,architecture,historic_architecture,cathedrals,interesting_places,restaurants,foods,tourist_facilities,other_buildings_and_structures",Berlin,DE,52.519344,13.4025,3
Handelshochschule Berlin,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Berlin,DE,52.520885,13.402661,3
Berlin Dungeon,"cultural,museums,interesting_places,other_museums",Berlin,DE,52.521412,13.403481,3
Marx-Engels Forum,"cultural,urban_environment,interesting_places,squares",Berlin,DE,52.518299,13.4042,3
DDR-Museum,"cultural,museums,interesting_places,history_museums",Berlin,DE,52.51944,13.402238,3
Alt-Berlin,"historic,historical_places,interesting_places,historic_districts",Berlin,DE,52.519962,13.408298,2
Liebknecht Bridge,"bridges,architecture,interesting_places,other_bridges",Berlin,DE,52.518787,13.402298,3
Altes Rathaus,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Berlin,DE,52.5187,13.40763,3
Berliner Garnisonkirche und Friedhof,"religion,churches,interesting_places,other_churches",Berlin,DE,52.521561,13.402606,3
Filmtheater im Fernsehturm,"cinemas,cultural,theatres_and_entertainments,interesting_places",Berlin,DE,52.520382,13.408517,2
Raid on Berlin,"battlefields,historic,historical_places,interesting_places",Berlin,DE,52.5186,13.4081,3
Stolperstein dedicated to Wilfrid Israel,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",Berlin,DE,52.518055,13.407222,2
Red Townhall,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",Berlin,DE,52.518272,13.407831,3
Hohenzollerngruft,"historic,burial_places,interesting_places,other_burial_places",Berlin,DE,52.518848,13.401455,2
Kantine im Roten Rathaus,"architecture,historic_architecture,interesting_places,restaurants,foods,tourist_facilities,other_buildings_and_structures",Berlin,DE,52.518829,13.408701,3
Berlin Cathedral,"religion,cathedrals,interesting_places",Berlin,DE,52.519081,13.401094,3
Schlosskirche or Domkirche,"religion,cathedrals,interesting_places",Berlin,DE,52.519199,13.401,3
Spandauer Tor (Berlin),"fortifications,historic,defensive_walls,interesting_places",Berlin,DE,52.522202,13.4028,3
Friedrichs Bridge,"bridges,architecture,interesting_places,footbridges",Berlin,DE,52.520737,13.40081,3
Alte Börse,"architecture,historic_architecture,interesting_places,destroyed_objects",Berlin,DE,52.519699,13.4006,3
Berliner Dom,"railway_stations,industrial_facilities,religion,cathedrals,interesting_places",Berlin,DE,52.520107,13.400486,3
Alex 35,"cultural,urban_environment,interesting_places,sculptures",Berlin,DE,52.52071,13.409429,3
203 Bar im Fernsehturm,"towers,architecture,historic_architecture,interesting_places,observation_towers,restaurants,foods,bars,tourist_facilities,other_buildings_and_structures",Berlin,DE,52.520859,13.409364,3
Fernsehturm Berlin,"transmitter_towers,towers,architecture,historic_architecture,interesting_places,observation_towers,restaurants,foods,tourist_facilities,other_buildings_and_structures",Berlin,DE,52.520824,13.409421,3
Rathaus Bridge,"bridges,architecture,interesting_places,other_bridges",Berlin,DE,52.517197,13.404306,3
Sphere Restaurant im Berliner Fernsehturm,"towers,architecture,historic_architecture,interesting_places,observation_towers,restaurants,foods,tourist_facilities,other_buildings_and_structures",Berlin,DE,52.520893,13.409429,3
Ethnological Museum of Berlin,"museums,cultural,interesting_places,other_museums",Berlin,DE,52.517502,13.402778,3
Museum of Asian Art,"museums,cultural,interesting_places,art_galleries",Berlin,DE,52.517502,13.402778,3
Friedrichs Bridge,"bridges,architecture,interesting_places,footbridges,stone_bridges",Berlin,DE,52.520554,13.400302,3
Palace of the Republic,"architecture,historic_architecture,interesting_places,destroyed_objects",Berlin,DE,52.517551,13.402355,3
Börse,"cinemas,cultural,theatres_and_entertainments,interesting_places",Berlin,DE,52.521465,13.400808,2
Rathaus Bridge,"bridges,architecture,interesting_places,other_bridges",Berlin,DE,52.517082,13.404026,3
S-Bahnhof Hackescher Markt,"railway_stations,industrial_facilities,interesting_places",Berlin,DE,52.522644,13.402389,3
Friedrichs Bridge,"bridges,architecture,interesting_places,footbridges",Berlin,DE,52.520393,13.399964,3
Hackescher Markt Station,"railway_stations,industrial_facilities,interesting_places",Berlin,DE,52.522682,13.402342,3
Designpanoptikum,"cultural,museums,interesting_places,other_museums",Berlin,DE,52.516872,13.406034,3
Markthallenbrunnen,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Berlin,DE,52.522522,13.408217,2
Hackescher Markt,"squares,interesting_places,cultural,urban_environment",Berlin,DE,52.523029,13.402878,3
1. Berliner DDR Motorrad-Museum,"cultural,museums,interesting_places,other_museums",Berlin,DE,52.522968,13.407741,3
Nikolaiviertel,"historic,historical_places,interesting_places,historic_districts",Berlin,DE,52.516705,13.406648,3
Stiftung Stadtmuseum Berlin,"museums,cultural,interesting_places,other_museums",Berlin,DE,52.51675,13.407166,2
St. Nicholas Church,"religion,churches,cultural,museums,theatres_and_entertainments,interesting_places,history_museums,music_venues,other_churches",Berlin,DE,52.516827,13.407513,3
Lustgarten,"urban_environment,gardens_and_parks,cultural,interesting_places,squares",Berlin,DE,52.518692,13.399567,3
Amazone zu Pferde,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Berlin,DE,52.519276,13.399247,3
Zille-Museum,"cultural,museums,interesting_places,other_museums",Berlin,DE,52.516491,13.406315,2
The Monument,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Berlin,DE,52.520721,13.399198,3
Neuer Marstall,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Berlin,DE,52.516399,13.4042,3
Granitschale im Lustgarten,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,installation,sculptures,monuments",Berlin,DE,52.5191,13.399149,3
Knoblauchhaus,"cultural,museums,interesting_places,other_museums",Berlin,DE,52.516457,13.406992,3
Heiliger Georg,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Berlin,DE,52.51627,13.405608,2
Humboldt Forum,"cultural,museums,interesting_places,other_museums",Berlin,DE,52.517033,13.401227,3
Brunnen im Kolonnadenhof,"fountains,cultural,urban_environment,interesting_places",Berlin,DE,52.520397,13.398852,3
Berliner Schloss,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",Berlin,DE,52.5172,13.400745,3
Old Museum,"cultural,museums,interesting_places,history_museums,art_galleries",Berlin,DE,52.519455,13.398787,3
Löwenkämpfer,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Berlin,DE,52.519127,13.398859,3
James-Simon Park,"urban_environment,gardens_and_parks,cultural,interesting_places",Berlin,DE,52.52182,13.399401,3
Hanf Museum Berlin,"cultural,museums,interesting_places,other_museums,cafes,foods,tourist_facilities",Berlin,DE,52.516644,13.408269,3
Diana,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Berlin,DE,52.520107,13.398581,3
Frederick William IV of Prussia,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,installation,sculptures,monuments",Berlin,DE,52.520603,13.398593,3
Dominikanerkloster Berlin-Cölln,"religion,monasteries,interesting_places",Berlin,DE,52.5172,13.4004,3
Hunne zu Pferde,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Berlin,DE,52.521088,13.398726,3
Aktienspeicher,"architecture,historic_architecture,interesting_places,destroyed_objects",Berlin,DE,52.521702,13.3991,3
Berlin Alexanderplatz,"railway_stations,industrial_facilities,interesting_places",Berlin,DE,52.521458,13.411079,3
Circus Busch-Roland,"circuses,cultural,theatres_and_entertainments,interesting_places",Berlin,DE,52.521931,13.39926,2
Stolperstein dedicated to Frieda Noah,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",Berlin,DE,52.523769,13.402702,2
Stolperstein dedicated to Ruth Noah,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",Berlin,DE,52.523769,13.402703,2
Stolperstein dedicated to Samuel Noah,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",Berlin,DE,52.523769,13.402704,2
Stolperstein dedicated to Tana Noah,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",Berlin,DE,52.523769,13.402705,2
Stolperstein dedicated to Walter Noah,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",Berlin,DE,52.523773,13.402706,2
Alter Marstall (Berlin),"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Berlin,DE,52.516102,13.4033,3
Berliner Dom,"religion,churches,interesting_places,other_churches",Berlin,DE,52.516388,13.401944,3
Apulische Bildervasen für eine Totenfeier,"other,unclassified_objects,tourist_object,interesting_places",Berlin,DE,52.519444,13.398334,3
Reliefskizze mit Kopf des Echnaton,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",Berlin,DE,52.519444,13.398334,3
Aphrodite Heyl,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",Berlin,DE,52.519402,13.3983,3
Standing Figure of Nefertiti,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",Berlin,DE,52.519402,13.3983,3
Fragment from the tomb of Nikarete,"historic,cultural,urban_environment,monuments_and_memorials,burial_places,interesting_places,other_burial_places,sculptures,monuments",Berlin,DE,52.519402,13.3983,3
Taranto goddess,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",Berlin,DE,52.519402,13.3983,3
Berlin glass amphora from Olbia,"other,unclassified_objects,tourist_object,interesting_places",Berlin,DE,52.519402,13.3983,3
Neck Amphora by Exekias,"other,unclassified_objects,tourist_object,interesting_places",Berlin,DE,52.519402,13.3983,3
School cup,"other,unclassified_objects,tourist_object,interesting_places",Berlin,DE,52.519402,13.3983,3
Head of a princess from Amarna (Ägyptisches Museum Berlin),"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",Berlin,DE,52.519402,13.3983,3
Antikensammlung Berlin,"museums,cultural,archaeological_museums,interesting_places,history_museums",Berlin,DE,52.519402,13.3983,3
Samian Hoplite,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",Berlin,DE,52.519402,13.3983,3
S Alexanderplatz,"railway_stations,industrial_facilities,interesting_places",Berlin,DE,52.521564,13.411281,3
Museum Island,"other,unclassified_objects,interesting_places,historic_object",Berlin,DE,52.519756,13.398203,2
Old National Gallery,"cultural,museums,interesting_places,art_galleries",Berlin,DE,52.520863,13.398266,3
Amazone zu Pferde,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",Berlin,DE,52.520401,13.3981,2
French Church in Klosterstrasse,"religion,architecture,historic_architecture,churches,theatres_and_entertainments,cultural,interesting_places,destroyed_objects,other_theatres,other_churches",Berlin,DE,52.518318,13.41136,2
"Imperial, Rosenthaler Straße","cinemas,cultural,theatres_and_entertainments,interesting_places",Berlin,DE,52.523876,13.402266,2
Amazone zu Pferde,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Berlin,DE,52.52042,13.398088,3
Hackescher Hof,"architecture,historic_architecture,interesting_places,restaurants,foods,tourist_facilities,other_buildings_and_structures",Berlin,DE,52.523933,13.402408,3
Thea Schneebaum,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",Berlin,DE,52.523987,13.402553,2
Hermann Schneebaum,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",Berlin,DE,52.523991,13.402538,2
Victor Schneebaum,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",Berlin,DE,52.523994,13.402562,2
Stolperstein dedicated to Gottfried Hollander,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",Berlin,DE,52.523689,13.40148,2
Stolperstein dedicated to Lotty Hollander,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",Berlin,DE,52.523689,13.401481,2
Stolperstein dedicated to Jenny Schneebaum,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",Berlin,DE,52.52401,13.402537,2
Stolperstein dedicated to Paula Davidsohn,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",Berlin,DE,52.52401,13.40254,2
Stolperstein dedicated to Ury Davidsohn,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",Berlin,DE,52.524014,13.402541,2
Ephraim-Palais,"palaces,architecture,historic_architecture,cultural,museums,interesting_places,art_galleries",Berlin,DE,52.515869,13.407194,3
The Praying Boy,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",Berlin,DE,52.519001,13.398,3
Berlin Foundry Cup,"other,unclassified_objects,tourist_object,interesting_places",Berlin,DE,52.519001,13.398,3
Oinochoe by the Shuvalov Painter,"other,unclassified_objects,tourist_object,interesting_places",Berlin,DE,52.519001,13.398,3
Buttbrunnen,"fountains,cultural,urban_environment,interesting_places",Berlin,DE,52.519348,13.39787,3
Ribbeck-Haus,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Berlin,DE,52.515701,13.4035,3
Cinestar Cubix am Alexanderplatz,"cultural,cinemas,theatres_and_entertainments,interesting_places",Berlin,DE,52.520203,13.412224,2
Chamäleon,"cultural,theatres_and_entertainments,interesting_places,other_theatres",Berlin,DE,52.52404,13.402083,3
Museum for prehistory and early history,"museums,cultural,archaeological_museums,interesting_places,history_museums",Berlin,DE,52.520599,13.3978,3
