name,lat,lon,rate,rating,user_ratings_total,kind,category,city,country,theme,price_level,category_main,category_encoded,theme_encoded,city_encoded,country_encoded,price_per_review,log_user_ratings,log_price_per_review,distance_to_city_center,in_center_dynamic,is_religious,is_entertainment,kind_count,name_length,word_count,theme_popularity,city_category_density,user_ratings_relative
"Herengracht 605, Amsterdam, Willet-Holthuysen, Willet-Holthuysen Museum",52.365602,4.899012,3,3.8,2626,"cultural,museums,interesting_places,art_galleries, historic_architecture,architecture,interesting_places,other_buildings_and_structures",museums,Amsterdam,NL,culture,2,museums,20,1.0,1,1,0.0,7.87359778968554,0.0,0.0054662370969432985,1,0,0,8,71,6,591.0,3,1.0231518507126012
"Zuiderkerk, Zuiderkerk Tower - panoramic view from 1614 belfry, Zuiderkerkstoren",52.370256,4.89966,3,1.4,980,"architecture,towers,interesting_places,other_towers, religion,churches,interesting_places,other_churches","churches, watchtowers",Amsterdam,NL,religion,2,churches,6,2.0,1,1,0.0,6.8885724595653635,0.0,0.005173773864402045,1,1,0,8,80,10,223.0,2,0.3818312314159745
Skinny Bridge,52.363583,4.902375,3,4.3,6455,"stone_bridges,bridges,interesting_places,architecture,moveable_bridges",landmark,Amsterdam,NL,urban_space,1,landmark,15,5.0,1,1,0.0,8.772765209949785,0.0,0.004371717511463355,1,0,0,5,13,2,18.0,4,2.5150210191735876
"Charing Cross, Charles I, Equestrian Statue of King Charles I, Kilometre zero plaque",51.507336,-0.127631,3,4.0,1008,"historic,monuments_and_memorials,interesting_places,monuments, historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",sculptures,London,GB,culture,2,sculptures,26,1.0,13,13,0.0,6.9167150203536085,0.0,0.00018071247881462673,1,0,0,11,84,13,591.0,5,0.15509283003384963
"Equestrian Statue of King George IV, Equestrian statue of George IV, Fountain of Trafaglar, Fourth Plinth, George IV, Hahn/Cock, Jellicoe Memorial Fountain, The Fourth Plinth, Trafalgar Square",51.508178,-0.128171,3,4.7,129271,"architecture,historic_architecture,interesting_places,other_buildings_and_structures, fountains,historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments, historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments, urban_environment,cultural,interesting_places,squares","fountains, landmark, sculptures",London,GB,culture,2,fountains,10,1.0,13,13,0.0,11.769673990652084,0.0,0.0008619309717176554,1,0,0,23,192,27,591.0,2,19.88988614216843
Admiralty Arch,51.506737,-0.128626,3,3.0,1010,"architecture,historic_architecture,historic,monuments_and_memorials,interesting_places,monuments,triumphal_archs",landmark,London,GB,culture,1,landmark,15,1.0,13,13,0.0,6.918695219020472,0.0,0.0010591718462999765,1,0,0,7,14,2,591.0,4,0.15540055390296442
"One & Other, The Fourth Plinth",51.50819,-0.12873,3,2.9,103,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,installation,sculptures,monuments",sculptures,London,GB,culture,2,sculptures,26,1.0,13,13,0.02,4.6443908991413725,0.019802627296179712,0.001220245876863877,1,0,0,8,30,6,591.0,5,0.01584777925941122
Captain James Cook,51.506313,-0.129275,1,2.2,32,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,London,GB,culture,1,monuments,18,1.0,13,13,0.03,3.4965075614664802,0.0295588022415444,0.0018322647188646843,1,0,0,7,18,3,591.0,14,0.004923581905836496
"National Gallery, The National Gallery",51.508884,-0.128374,3,4.9,53708,"cultural,museums,interesting_places,art_galleries",museums,London,GB,culture,2,museums,20,1.0,13,13,0.0,10.891335864219382,0.0,0.0015911417284499233,1,0,0,4,38,5,591.0,2,8.263616781208329
"St Martin-in-the-Fields, St Martin-in-the-Fields Church, London",51.508831,-0.126676,3,4.7,4052,"religion,churches,interesting_places,other_churches",churches,London,GB,religion,1,churches,6,2.0,13,13,0.0,8.307212626628308,0.0,0.001819652988899438,1,1,0,4,63,6,223.0,3,0.6234485588265464
"A Conversation with Oscar Wilde, Oscar Wilde Statue",51.508701,-0.125894,1,3.4,45,"historic,cultural,urban_environment,monuments_and_memorials,burial_places,interesting_places,other_burial_places,sculptures,monuments",sculptures,London,GB,culture,2,sculptures,26,1.0,13,13,0.04,3.828641396489095,0.039220713153281295,0.0023076908371818883,1,0,0,9,51,8,591.0,5,0.006923787055082573
Edith Cavell Memorial,51.509323,-0.127183,1,2.1,50,"historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,other_burial_places,sculptures,monuments",monuments,London,GB,culture,1,monuments,18,1.0,13,13,0.02,3.9318256327243257,0.019802627296179712,0.00201955886272702,1,0,0,9,21,3,591.0,14,0.007693096727869525
National Portrait Gallery,51.509399,-0.1281,3,4.9,13970,"museums,cultural,interesting_places,art_galleries",museums,London,GB,culture,2,museums,20,1.0,13,13,0.0,9.544739031650487,0.0,0.002021385910710734,1,0,0,4,25,3,591.0,2,2.1494512257667453
"George Duke of Cambridge statue, Prince George, Duke of Cambridge",51.505222,-0.126586,1,1.2,28,"historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,other_burial_places,sculptures,monuments",monuments,London,GB,culture,1,monuments,18,1.0,13,13,0.04,3.367295829986474,0.039220713153281295,0.0024934875175087585,1,0,0,9,65,10,591.0,14,0.004308134167606934
"Carlton House, Carlton House Terrace, Duke of York Column, Duke of York Column;Frederick, Duke of York",51.506354,-0.131741,3,3.2,1308,"architecture,historic_architecture,interesting_places,destroyed_objects, cultural,urban_environment,interesting_places,squares, historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,other_burial_places,sculptures,monuments, other,unclassified_objects,interesting_places,historic_object",monuments,London,GB,culture,1,monuments,18,1.0,13,13,0.0,7.1770187659099,0.0,0.004077449815753714,1,0,0,21,102,16,591.0,14,0.20125141040106678
"ODEON Luxe Haymarket, Odeon Haymarket, Odeon Panton Street",51.509584,-0.131212,2,3.8,2424,"architecture,historic_architecture,cinemas,cultural,theatres_and_entertainments,interesting_places,destroyed_objects, cultural,cinemas,theatres_and_entertainments,interesting_places",cinemas,London,GB,entertainment,2,cinemas,7,3.0,13,13,0.0,7.793586803371584,0.0,0.0040511233010115675,1,0,1,11,58,8,103.0,4,0.37296132936711457
"Crimean War Memorial, Guards Crimean War Memorial",51.507389,-0.132689,3,1.5,446,"historic,burial_places,urban_environment,cultural,interesting_places,war_memorials,sculptures",monuments,London,GB,culture,1,monuments,18,1.0,13,13,0.0,6.102558594613569,0.0,0.004889012374703085,1,0,0,7,49,7,591.0,14,0.06862242281259617
Guards Memorial,51.504459,-0.129517,3,4.8,209,"historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,war_memorials,sculptures,monuments",monuments,London,GB,culture,1,monuments,18,1.0,13,13,0.0,5.3471075307174685,0.0,0.0034055205182173206,1,0,0,9,15,2,591.0,14,0.03215714432249461
"James Outram statue, Sir James Outram, Statue of James Outram",51.506277,-0.123086,1,4.2,44,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments, historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",sculptures,London,GB,culture,2,sculptures,26,1.0,13,13,0.05,3.8066624897703196,0.048790164169432,0.004845918385610661,1,0,0,14,61,10,591.0,5,0.006769925120525182
"York Water Gate, York Watergate",51.508125,-0.122905,1,2.0,48,"fortifications,defensive_walls,historic,interesting_places",landmark,London,GB,culture,1,landmark,15,1.0,13,13,0.02,3.8918202981106265,0.019802627296179712,0.004948398730903155,1,0,0,4,31,5,591.0,4,0.007385372858754745
"Bust of Samuel Plimsoll, Henry Bartle Frere, Henry Bartle Frere Statue, Samuel Plimsoll, Statue of Henry Bartle Frere",51.505549,-0.123292,1,3.4,85,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments, historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments, historic,monuments_and_memorials,interesting_places,monuments","monuments, public sculpture",London,GB,culture,1,monuments,18,1.0,13,13,0.01,4.454347296253507,0.009950330853168083,0.004873219161907379,1,0,0,18,117,18,591.0,14,0.013078264437378194
"Alhambra Theatre, ODEON Luxe Leicester Square",51.51049,-0.1293,3,4.9,940,"theatres_and_entertainments,cultural,interesting_places,other_theatres",cinemas,London,GB,entertainment,2,cinemas,7,3.0,13,13,0.0,6.846943139585379,0.0,0.003434836240638206,1,0,1,4,45,6,103.0,4,0.14463021848394708
"Leicester Square, Shakespeare, Shakespeare Fountain, Shakespeare Water Fountain",51.510396,-0.130109,1,4.5,30,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments, gardens_and_parks,cultural,urban_environment,interesting_places",fountains,London,GB,nature,2,fountains,10,4.0,13,13,0.07,3.4339872044851463,0.06765864847381481,0.0037825252147234453,1,0,0,12,79,8,28.0,2,0.0046158580367217155
"Statue of William Tyndale, Victoria Embankment Gardens: Whitehall Gardens",51.505066,-0.123609,2,4.2,1942,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",landmark,London,GB,culture,1,landmark,15,1.0,13,13,0.0,7.57198844937744,0.0,0.004797086303162459,1,0,0,7,73,9,591.0,4,0.29879987691045234
"The Women of WWII, The Women of World War II",51.503517,-0.12615,3,4.6,245,"historic,burial_places,urban_environment,cultural,interesting_places,war_memorials,sculptures",monuments,London,GB,culture,1,monuments,18,1.0,13,13,0.0,5.5053315359323625,0.0,0.004219027020529638,1,0,0,7,44,10,591.0,14,0.03769617396656067
"409 And 410, Strand Wc2, Adelphi Theatre, Theatre Royal Adelphi",51.510116,-0.122888,2,5.0,19184,"architecture,historic_architecture,theatres_and_entertainments,cultural,interesting_places,destroyed_objects,other_theatres, historic_architecture,architecture,interesting_places,other_buildings_and_structures",theatres,London,GB,entertainment,2,theatres,29,3.0,13,13,0.0,9.861884002681053,0.0,0.005612878049628129,1,0,1,11,63,10,103.0,3,2.9516873525489795
"Church of Notre Dame de France RC, Notre-Dame de France, Prince Charles Cinema",51.511422,-0.130045,3,4.7,3762,"cultural,cinemas,theatres_and_entertainments,interesting_places, religion,churches,interesting_places,catholic_churches","churches, cinemas",London,GB,religion,2,churches,6,2.0,13,13,0.0,8.232971790593437,0.0,0.0046061381872507644,1,1,0,8,78,13,223.0,3,0.5788285978049031
"George VI and Queen Elizabeth Memorial, King George VI, King George VI & Queen Elizabeth,The Queen Mother Memorial",51.505158,-0.133768,3,1.3,262,"historic,cultural,urban_environment,monuments_and_memorials,burial_places,interesting_places,other_burial_places,sculptures,monuments, historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,London,GB,culture,1,monuments,18,1.0,13,13,0.0,5.572154032177765,0.0,0.006375232387919632,1,0,0,16,114,18,591.0,14,0.040311826854036316
"5, Great Newport Street Wc2, Agatha Christie Memorial, Agatha Christie memorial, Arts Theatre",51.511894,-0.127414,3,3.8,2257,"historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,other_burial_places,sculptures,monuments, historic_architecture,architecture,interesting_places,other_buildings_and_structures","monuments, theatres",London,GB,culture,2,monuments,18,1.0,13,13,0.0,7.722234744709607,0.0,0.0045105467517818675,1,0,0,13,93,13,591.0,14,0.3472663862960304
Royal Air Force Memorial,51.503998,-0.123038,3,4.4,208,"historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,war_memorials,sculptures,monuments",monuments,London,GB,culture,1,monuments,18,1.0,13,13,0.0,5.342334251964811,0.0,0.00585237114338796,1,0,0,9,24,4,591.0,14,0.032003282387937225
"Anglo-Belgian War Memorial, Cleopatra's Needle, Monument of Belgium's Gratitude",51.508582,-0.120542,3,1.9,785,"historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,war_memorials,sculptures,monuments, historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments","landmark, monuments",London,GB,culture,1,landmark,15,1.0,13,13,0.0,6.666956792429207,0.0,0.007353617341145788,1,0,0,16,79,9,591.0,4,0.12078161862755155
"Beauty < Immortality, Eros (Shaftesbury Memorial Fountain), Piccadilly Circus, Shaftesbury Memorial Fountain",51.509857,-0.134524,3,4.8,3156,"fountains,historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,other_burial_places,sculptures,monuments, historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments, railway_stations,industrial_facilities,interesting_places",sculptures,London,GB,culture,2,sculptures,26,1.0,13,13,0.0,8.057377488557991,0.0,0.0071588424343603674,1,0,0,19,108,12,591.0,5,0.48558826546312445
"St Paul's Church, St Paul’s Church Covent Garden",51.511528,-0.123719,3,1.5,892,"religion,churches,interesting_places,other_churches",churches,London,GB,religion,1,churches,6,2.0,13,13,0.0,6.794586580876499,0.0,0.005804734705394563,1,1,0,4,48,8,223.0,3,0.13724484562519235
The Cenotaph,51.50267,-0.126087,3,1.2,756,"historic,monuments_and_memorials,burial_places,interesting_places,war_memorials,monuments",monuments,London,GB,culture,1,monuments,18,1.0,13,13,0.0,6.6293632534374485,0.0,0.005030633061549294,1,0,0,6,12,2,591.0,14,0.11631962252538723
Picturehouse Central,51.510635,-0.133644,2,4.4,4396,"cultural,cinemas,theatres_and_entertainments,interesting_places",cinemas,London,GB,entertainment,2,cinemas,7,3.0,13,13,0.0,8.388677769180811,0.0,0.006679637789582891,1,0,1,4,20,2,103.0,4,0.6763770643142887
Savoy Theatre,51.510189,-0.120999,3,4.0,5223,"cultural,theatres_and_entertainments,interesting_places,other_theatres",theatres,London,GB,entertainment,2,theatres,29,3.0,13,13,0.0,8.561018670956267,0.0,0.007350654528679717,1,0,1,4,13,2,103.0,3,0.8036208841932506
"Churchill Museum and Cabinet War Rooms, Robert Clive, Robert Clive Memorial, Steps And Parapets With Lamps At West End",51.502279,-0.129257,3,4.8,201,"biographical_museums,cultural,museums,interesting_places,military_museums, historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments, historic_architecture,architecture,interesting_places,other_buildings_and_structures",monuments,London,GB,culture,1,monuments,18,1.0,13,13,0.0,5.308267697401205,0.0,0.005324236095436964,1,0,0,16,118,19,591.0,14,0.03092624884603549
"Battle of Britain Memorial, The Battle of Britain Monument",51.502937,-0.123428,3,4.3,189,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,London,GB,culture,1,monuments,18,1.0,13,13,0.01,5.247024072160486,0.009950330853168083,0.00624761978676259,1,0,0,7,58,9,591.0,14,0.029079905631346808
Curzon Soho,51.512657,-0.130608,2,4.6,1692,"cultural,cinemas,theatres_and_entertainments,interesting_places",cinemas,London,GB,entertainment,2,cinemas,7,3.0,13,13,0.0,7.4342573821331355,0.0,0.0059599423654934005,1,0,1,4,11,2,103.0,4,0.26033439327110475
"Ambassadors, The Ambassadors Theatre",51.513039,-0.127825,3,4.3,1077,"cultural,theatres_and_entertainments,interesting_places,other_theatres",theatres,London,GB,entertainment,2,theatres,29,3.0,13,13,0.0,6.982862751468942,0.0,0.005639055417357102,1,0,1,4,36,4,103.0,3,0.16570930351830956
"Church of St. Louis of the French in Lisbon, Church of São Luís dos Franceses",38.716202,-9.140084,1,1.9,75,"religion,churches,interesting_places,catholic_churches",churches,Lisbon,PT,religion,1,churches,6,2.0,12,12,0.01,4.330733340286331,0.009950330853168083,0.0007218448586777295,1,1,0,4,77,15,223.0,14,0.01698488743724363
"Church of Our Lady of Pena, Church of São Luís dos Franceses",38.717758,-9.139282,3,3.1,143,"religion,churches,interesting_places,catholic_churches",churches,Lisbon,PT,religion,1,churches,6,2.0,12,12,0.01,4.969813299576001,0.009950330853168083,0.0010573968034767976,1,1,0,4,60,12,223.0,14,0.03238451871367786
"Aos Restauradores de 1640, Monumento dos Restauradores",38.715752,-9.141685,3,4.6,3648,"historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,war_memorials,sculptures,monuments",monuments,Lisbon,PT,culture,1,monuments,18,1.0,12,12,0.0,8.202208436436448,0.0,0.0021222933350508112,1,0,0,9,54,7,591.0,13,0.8261449249475302
"Estaus Palace, Teatro Nacional Dona Maria II",38.714788,-9.139787,3,4.5,3174,"cultural,theatres_and_entertainments,interesting_places,other_theatres, palaces,architecture,historic_architecture,interesting_places",theatres,Lisbon,PT,entertainment,2,theatres,29,3.0,12,12,0.0,8.063062911326792,0.0,0.002115020803684111,1,0,1,8,44,7,103.0,6,0.7188004363441505
"Igreja Paroquial de São José, Igreja de São José",38.718037,-9.142435,1,2.0,64,"religion,churches,interesting_places,catholic_churches",churches,Lisbon,PT,religion,1,churches,6,2.0,12,12,0.02,4.174387269895637,0.019802627296179712,0.002778307758330534,1,1,0,4,48,9,223.0,14,0.014493770613114566
Teatro Eden,38.715248,-9.142028,3,3.1,151,"accomodations,cinemas,cultural,theatres_and_entertainments,interesting_places,other_hotels",cinemas,Lisbon,PT,entertainment,2,cinemas,7,3.0,12,12,0.01,5.0238805208462765,0.009950330853168083,0.002693972531410776,1,0,1,6,11,2,103.0,3,0.034196240040317176
"Dom Pedro IV, Praça Dom Pedro IV",38.713799,-9.139368,3,4.5,15592,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",monuments,Lisbon,PT,culture,1,monuments,18,1.0,12,12,0.0,9.654577374584886,0.0,0.0031463033865168286,1,0,0,7,32,7,591.0,13,3.531044865620036
"Jardim de São Pedro de Alcântara, Miradouro de São Pedro de Alcântara",38.715305,-9.144257,3,5.0,29223,"urban_environment,gardens_and_parks,cultural,interesting_places",public sculpture,Lisbon,PT,nature,1,public sculpture,23,4.0,12,12,0.0,10.282745568475118,0.0,0.004639770899516004,1,0,0,4,69,12,28.0,1,6.6179915410476085
"Animatógrafo do Rossio, Arco do Bandeira, Ourivesaria Ferreira Marques & Filhos",38.712782,-9.139028,1,4.6,44,"historic_architecture,architecture,interesting_places,other_buildings_and_structures, wall_painting,urban_environment,cultural,cinemas,theatres_and_entertainments,interesting_places",landmark,Lisbon,PT,entertainment,1,landmark,15,3.0,12,12,0.02,3.8066624897703196,0.019802627296179712,0.004209312057812576,1,0,1,10,79,11,103.0,9,0.009964467296516264
"Carioca, Church of Saint Roch, Igreja de São Roque, O Cauteleiro",38.713375,-9.14334,3,4.5,5893,"architecture,historic_architecture,interesting_places,cafes,foods,tourist_facilities,other_buildings_and_structures, religion,churches,cultural,museums,interesting_places,other_museums,catholic_churches","churches, monuments",Lisbon,PT,religion,1,churches,6,2.0,12,12,0.0,8.68169016329764,0.0,0.004925365468675361,1,1,0,14,64,11,223.0,14,1.3345592222356897
Santa Justa Lift,38.712116,-9.139374,3,4.6,53134,"cultural,urban_environment,interesting_places,squares",landmark,Lisbon,PT,urban_space,1,landmark,15,5.0,12,12,0.0,10.880591123806795,0.0,0.004812829936742859,1,0,0,4,16,3,18.0,9,12.033000121206708
"Avenida da Liberdade, Monument Deads of Great War, Monumento aos Mortos da Grande Guerra",38.719534,-9.145282,3,4.5,1526,"historic,historical_places,cultural,urban_environment,interesting_places,historic_settlements,squares, historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,war_memorials,sculptures,monuments",monuments,Lisbon,PT,culture,1,monuments,18,1.0,12,12,0.0,7.3310603052186325,0.0,0.005991984646174662,1,0,0,16,88,14,591.0,13,0.34558584305645046
"Carmo Archaeological Museum, Chafariz do Carmo, Chafariz do Largo do Carmo, Largo do Carmo",38.711978,-9.140748,3,4.0,19952,"cultural,museums,interesting_places,other_museums, fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments, other,unclassified_objects,interesting_places,tourist_object","monuments, public sculpture",Lisbon,PT,culture,1,monuments,18,1.0,12,12,0.0,9.90113478695253,0.0,0.004994515792347089,1,0,0,16,90,14,591.0,13,4.518432988638466
"Maria Vitória Theater, Parque Mayer, Teatro Maria Victoria, Teatro Variedades",38.718955,-9.145859,3,4.8,1704,"architecture,historic_architecture,cultural,theatres_and_entertainments,interesting_places,other_theatres,restaurants,foods,tourist_facilities,other_buildings_and_structures, cultural,theatres_and_entertainments,interesting_places,other_theatres, urban_environment,cultural,interesting_places,amusements,amusement_parks,squares",theatres,Lisbon,PT,entertainment,2,theatres,29,3.0,12,12,0.0,7.4413203897176174,0.0,0.006303388453838262,1,0,1,20,77,10,103.0,6,0.38589664257417533
"Igreja paroquial de São Cristóvão, Parish Church of Saint Christopher and Saint Lawrence",38.712807,-9.135547,3,4.4,131,"religion,churches,interesting_places,catholic_churches",churches,Lisbon,PT,religion,1,churches,6,2.0,12,12,0.01,4.882801922586371,0.009950330853168083,0.00597505297047966,1,1,0,4,88,13,223.0,14,0.029666936723718878
"Capitólio, Teatro Capitólio",38.718826,-9.146617,3,3.9,1561,"cultural,cinemas,theatres_and_entertainments,interesting_places",theatres,Lisbon,PT,entertainment,2,theatres,29,3.0,12,12,0.0,7.3537223303996315,0.0,0.006987672359233168,1,0,1,4,27,3,103.0,6,0.35351212386049746
"Capela de Nossa Senhora do Monte, Chapel of Our Lady of the Mountain",38.719276,-9.132437,3,2.6,163,"religion,churches,interesting_places,other_churches",churches,Lisbon,PT,religion,1,churches,6,2.0,12,12,0.01,5.099866427824199,0.009950330853168083,0.0078320971010331,1,1,0,4,68,13,223.0,14,0.03691382203027616
"A Brasileira, Casa Havaneza, Chiado, Fernando Pessoa, Statue of António Ribeiro",38.710638,-9.142149,3,4.3,4095,"architecture,historic_architecture,interesting_places,cafes,foods,tourist_facilities,other_buildings_and_structures, historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments, historic_architecture,architecture,interesting_places,other_buildings_and_structures",monuments,Lisbon,PT,culture,1,monuments,18,1.0,12,12,0.0,8.317766166719343,0.0,0.006653618940094937,1,0,0,18,79,11,591.0,13,0.9273748540735023
"Palacete Ribeiro da Cunha, Real Fado Concerts",38.716919,-9.148376,3,2.9,344,"palaces,architecture,historic_architecture,interesting_places,manor_houses",concert hall,Lisbon,PT,miscellaneous,3,concert hall,8,,12,12,0.01,5.84354441703136,0.009950330853168083,0.008476021295395533,1,0,0,5,45,7,,1,0.0779040170454908
"Monumento a Camões, Praça Luís de Camões",38.710571,-9.143483,3,4.0,27723,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",landmark,Lisbon,PT,culture,1,landmark,15,1.0,12,12,0.0,10.230053743037875,0.0,0.007272835073065006,1,0,0,7,40,7,591.0,9,6.278293792302736
"Jardim Augusto Gil, Jardim da Graça",38.716038,-9.131026,3,4.4,299,"urban_environment,gardens_and_parks,cultural,interesting_places",parks,Lisbon,PT,nature,1,parks,22,4.0,12,12,0.0,5.703782474656201,0.0,0.008915768054408852,1,0,0,4,35,6,28.0,7,0.06771308458314461
"Arco do Castelo, São Jorge Castle",38.712151,-9.132886,3,1.1,438,"fortifications,defensive_walls,historic,interesting_places,castles",landmark,Lisbon,PT,culture,1,landmark,15,1.0,12,12,0.0,6.0844994130751715,0.0,0.00847048977332833,1,0,0,5,33,6,591.0,9,0.0991917426335028
Teatro Nacional de São Carlos,38.709446,-9.141666,3,3.7,1585,"theatres_and_entertainments,cultural,interesting_places,opera_houses",theatres,Lisbon,PT,entertainment,2,theatres,29,3.0,12,12,0.0,7.368970402194793,0.0,0.007660344117599454,1,0,1,4,29,5,103.0,6,0.3589472878404154
"Leopardo Filmes, Lápides das Pedras Negras",38.710369,-9.13492,1,4.7,5,"megaliths,historic,archaeology,interesting_places",cinemas,Lisbon,PT,miscellaneous,2,cinemas,7,,12,12,0.4,1.791759469228055,0.33647223662121295,0.008213060391842256,1,0,0,4,42,6,,3,0.0011323258291495754
"Largo do Barão de Quintela, Statue of Eça de Queirós",38.709671,-9.143349,1,3.9,41,"gardens_and_parks,cultural,urban_environment,interesting_places",monuments,Lisbon,PT,nature,1,monuments,18,4.0,12,12,0.02,3.7376696182833684,0.019802627296179712,0.008009621838765737,1,0,0,4,52,10,28.0,13,0.00928507179902652
"São Luiz Teatro Municipal, Teatro São Luiz",38.709301,-9.1424,3,3.6,1614,"theatres_and_entertainments,cultural,interesting_places,other_theatres",theatres,Lisbon,PT,entertainment,2,theatres,29,3.0,12,12,0.0,7.387090235656757,0.0,0.007999675055899625,1,0,1,4,42,7,103.0,6,0.365514777649483
"Cinemateca, Cinemateca Júnior",38.720833,-9.148681,1,2.0,38,"cultural,cinemas,museums,theatres_and_entertainments,interesting_places,other_museums",cinemas,Lisbon,PT,culture,2,cinemas,7,1.0,12,12,0.05,3.6635616461296463,0.048790164169432,0.009621561723543372,1,0,0,6,29,3,591.0,3,0.008605676301536774
"Church of Saint Anthony of Lisbon, Escultura de Santo António, Saint Anthony's Church, Santo António Church",38.710033,-9.133885,3,4.0,6634,"historic,churches,urban_environment,other_churches,religion,monuments_and_memorials,cultural,interesting_places,sculptures,monuments, religion,churches,cultural,museums,interesting_places,other_museums,other_churches, religion,churches,interesting_places,catholic_churches","churches, sculptures",Lisbon,PT,religion,2,churches,6,2.0,12,12,0.0,8.800113946766308,0.0,0.00912885063959388,1,1,0,21,107,16,223.0,14,1.5023699101156567
"Money Museum, Museu do Dinheiro",38.708599,-9.138889,2,4.7,4160,"religion,churches,cultural,museums,interesting_places,other_museums,other_churches",museums,Lisbon,PT,religion,2,museums,20,2.0,12,12,0.0,8.333510708982942,0.0,0.008362339505189323,1,1,0,7,31,5,223.0,5,0.9420950898524468
"Church of Saint Catherine, Igreja de Santa Catarina",38.71117,-9.148267,3,1.2,559,"religion,churches,interesting_places,other_churches",churches,Lisbon,PT,religion,1,churches,6,2.0,12,12,0.0,6.327936783729195,0.0,0.010140985602987223,0,1,0,4,51,8,223.0,14,0.12659402769892253
"Church of Saint James, Igreja de Santa Luzia, Igreja de Santiago, Jardim Júlio de Castilho, Miradouro de Santa Luzia, Museu de Artes Decorativas, Palácio Azurara, Registo de Santa Luzia",38.711833,-9.130489,3,3.1,406,"palaces,architecture,historic_architecture,cultural,museums,interesting_places,other_museums, religion,churches,interesting_places,catholic_churches, view_points,other,interesting_places, wall_painting,religion,churches,urban_environment,cultural,interesting_places,other_churches","art gallery, churches, parks",Lisbon,PT,religion,3,art gallery,1,2.0,12,12,0.01,6.008813185442595,0.009950330853168083,0.010688377332413042,0,1,0,21,185,29,223.0,3,0.09194485732694553
Arco da Rua Augusta,38.708439,-9.136818,3,5.0,24647,"architecture,historic_architecture,historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments,triumphal_archs",monuments,Lisbon,PT,culture,1,monuments,18,1.0,12,12,0.0,10.112451040276504,0.0,0.009004845639991514,1,0,0,10,19,4,591.0,13,5.581686942209918
"Cadeia do Aljube, Museum Aljube Resistência e Liberdade",38.710178,-9.132553,3,3.2,1464,"cultural,museums,interesting_places,other_museums",museums,Lisbon,PT,culture,2,museums,20,1.0,12,12,0.0,7.289610521451167,0.0,0.009958096856330659,1,0,0,4,55,8,591.0,5,0.3315450027749957
"Pillory of Lisbon, Praça do Enrike Dj",38.708042,-9.139223,3,4.6,152,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",monuments,Lisbon,PT,culture,1,monuments,18,1.0,12,12,0.01,5.030437921392435,0.009950330853168083,0.008883833237970273,1,0,0,4,37,7,591.0,13,0.0344227052061471
"Jardim Júlio de Castilho, Miradouro de Santa Luzia",38.711742,-9.130216,3,5.0,132,"view_points,other,interesting_places",parks,Lisbon,PT,nature,1,parks,22,4.0,12,12,0.01,4.890349128221754,0.009950330853168083,0.010972001640540184,0,0,0,3,50,8,28.0,7,0.029893401889548792
Jardim Fialho de Almeida,38.71497,-9.151692,3,1.2,108,"urban_environment,gardens_and_parks,cultural,interesting_places",parks,Lisbon,PT,nature,1,parks,22,4.0,12,12,0.01,4.6913478822291435,0.009950330853168083,0.011948898024504238,0,0,0,4,24,4,28.0,7,0.02445823790963083
